method,image_index,sample_id,label,image_max,pixel_ap
B,0,bracket_brown/test/bend_and_parts_mismatch/000.png,1,0.259431391954422,0.5082267896315233
B,1,bracket_brown/test/bend_and_parts_mismatch/001.png,1,0.2964354455471039,0.4448671612186808
B,2,bracket_brown/test/bend_and_parts_mismatch/002.png,1,0.31128036975860596,0.16155818690939444
B,3,bracket_brown/test/bend_and_parts_mismatch/003.png,1,0.31474485993385315,0.20315521805724804
B,4,bracket_brown/test/bend_and_parts_mismatch/004.png,1,0.29846206307411194,0.23026229325179576
B,5,bracket_brown/test/bend_and_parts_mismatch/005.png,1,0.25311821699142456,0.11513035644728836
B,6,bracket_brown/test/bend_and_parts_mismatch/006.png,1,0.40490251779556274,0.2521549128694183
B,7,bracket_brown/test/bend_and_parts_mismatch/007.png,1,0.3397662043571472,0.07852275462802442
B,8,bracket_brown/test/bend_and_parts_mismatch/008.png,1,0.38081416487693787,0.10376554237333456
B,9,bracket_brown/test/bend_and_parts_mismatch/009.png,1,0.4333477020263672,0.07466558449379324
B,10,bracket_brown/test/bend_and_parts_mismatch/010.png,1,0.3865169286727905,0.25333221550152263
B,11,bracket_brown/test/bend_and_parts_mismatch/011.png,1,0.36080631613731384,0.32137732444278244
B,12,bracket_brown/test/bend_and_parts_mismatch/012.png,1,0.39729467034339905,0.16671672169674595
B,13,bracket_brown/test/bend_and_parts_mismatch/013.png,1,0.27890950441360474,0.35395516349195344
B,14,bracket_brown/test/bend_and_parts_mismatch/014.png,1,0.2932256758213043,0.2687893986756881
B,15,bracket_brown/test/bend_and_parts_mismatch/015.png,1,0.2600037455558777,0.34582920643090376
B,16,bracket_brown/test/bend_and_parts_mismatch/016.png,1,0.28021252155303955,0.5169419871461347
B,17,bracket_brown/test/good/000.png,0,0.26425668597221375,
B,18,bracket_brown/test/good/001.png,0,0.2875085175037384,
B,19,bracket_brown/test/good/002.png,0,0.23883408308029175,
B,20,bracket_brown/test/good/003.png,0,0.30988484621047974,
B,21,bracket_brown/test/good/004.png,0,0.39055776596069336,
B,22,bracket_brown/test/good/005.png,0,0.27323079109191895,
B,23,bracket_brown/test/good/006.png,0,0.3191080689430237,
B,24,bracket_brown/test/good/007.png,0,0.3314800262451172,
B,25,bracket_brown/test/good/008.png,0,0.28806373476982117,
B,26,bracket_brown/test/good/009.png,0,0.2746114432811737,
B,27,bracket_brown/test/good/010.png,0,0.2789817750453949,
B,28,bracket_brown/test/good/011.png,0,0.1464003175497055,
B,29,bracket_brown/test/good/012.png,0,0.2067241221666336,
B,30,bracket_brown/test/good/013.png,0,0.16305947303771973,
B,31,bracket_brown/test/good/014.png,0,0.28700533509254456,
B,32,bracket_brown/test/good/015.png,0,0.4127548336982727,
B,33,bracket_brown/test/good/016.png,0,0.277352899312973,
B,34,bracket_brown/test/good/017.png,0,0.1693805605173111,
B,35,bracket_brown/test/good/018.png,0,0.3102811872959137,
B,36,bracket_brown/test/good/019.png,0,0.3623550832271576,
B,37,bracket_brown/test/good/020.png,0,0.29677122831344604,
B,38,bracket_brown/test/good/021.png,0,0.2223297506570816,
B,39,bracket_brown/test/good/022.png,0,0.24709473550319672,
B,40,bracket_brown/test/good/023.png,0,0.23629790544509888,
B,41,bracket_brown/test/good/024.png,0,0.2305023968219757,
B,42,bracket_brown/test/good/025.png,0,0.22527387738227844,
B,43,bracket_brown/test/parts_mismatch/000.png,1,0.2693125009536743,0.7732142857142856
B,44,bracket_brown/test/parts_mismatch/001.png,1,0.3395664095878601,0.8444444444444443
B,45,bracket_brown/test/parts_mismatch/002.png,1,0.3515111804008484,1.0
B,46,bracket_brown/test/parts_mismatch/003.png,1,0.36560168862342834,0.5
B,47,bracket_brown/test/parts_mismatch/004.png,1,0.3169502913951874,0.04013742249036367
B,48,bracket_brown/test/parts_mismatch/005.png,1,0.3119576871395111,0.01765611633541265
B,49,bracket_brown/test/parts_mismatch/006.png,1,0.2974931001663208,0.06333037955988775
B,50,bracket_brown/test/parts_mismatch/007.png,1,0.24822022020816803,0.8526315789473684
B,51,bracket_brown/test/parts_mismatch/008.png,1,0.30852559208869934,0.08928299008390542
B,52,bracket_brown/test/parts_mismatch/009.png,1,0.36514952778816223,0.051901530223168124
B,53,bracket_brown/test/parts_mismatch/010.png,1,0.2672525644302368,0.43010500421491127
B,54,bracket_brown/test/parts_mismatch/011.png,1,0.26021048426628113,0.35266266441297045
B,55,bracket_brown/test/parts_mismatch/012.png,1,0.3977242708206177,0.023121103014147954
B,56,bracket_brown/test/parts_mismatch/013.png,1,0.38122427463531494,0.17154996833151448
B,57,bracket_brown/test/parts_mismatch/014.png,1,0.2267400622367859,0.7386799854041234
B,58,bracket_brown/test/parts_mismatch/015.png,1,0.33080700039863586,0.20673630002605706
B,59,bracket_brown/test/parts_mismatch/016.png,1,0.35831180214881897,0.09079380647867777
B,60,bracket_brown/test/parts_mismatch/017.png,1,0.3664820194244385,0.10588380651619966
B,61,bracket_brown/test/parts_mismatch/018.png,1,0.29189759492874146,0.6858254449652299
B,62,bracket_brown/test/parts_mismatch/019.png,1,0.29734519124031067,0.33250244796041195
B,63,bracket_brown/test/parts_mismatch/020.png,1,0.2973363399505615,0.6754076167680935
B,64,bracket_brown/test/parts_mismatch/021.png,1,0.2782975435256958,0.3380952380952381
B,65,bracket_brown/test/parts_mismatch/022.png,1,0.3065797686576843,0.09870096259847812
B,66,bracket_brown/test/parts_mismatch/023.png,1,0.25254982709884644,0.0636200716845878
B,67,bracket_brown/test/parts_mismatch/024.png,1,0.18170087039470673,0.01789278585685771
B,68,bracket_brown/test/parts_mismatch/025.png,1,0.34817415475845337,0.02418463239358762
B,69,bracket_brown/test/parts_mismatch/026.png,1,0.20233608782291412,0.11749084249084249
B,70,bracket_brown/test/parts_mismatch/027.png,1,0.2446931004524231,0.012251143773952068
B,71,bracket_brown/test/parts_mismatch/028.png,1,0.2315809726715088,0.05937860349125838
B,72,bracket_brown/test/parts_mismatch/029.png,1,0.29596880078315735,0.03696741854636591
B,73,bracket_brown/test/parts_mismatch/030.png,1,0.3641645014286041,0.019687814702920442
B,74,bracket_brown/test/parts_mismatch/031.png,1,0.32833603024482727,0.023118300503032027
B,75,bracket_brown/test/parts_mismatch/032.png,1,0.24350225925445557,0.044535282636138394
B,76,bracket_brown/test/parts_mismatch/033.png,1,0.280112087726593,0.09609888672008682
S,0,bracket_brown/test/bend_and_parts_mismatch/000.png,1,0.17210526764392853,0.47011553305218673
S,1,bracket_brown/test/bend_and_parts_mismatch/001.png,1,0.2259315550327301,0.518009458438915
S,2,bracket_brown/test/bend_and_parts_mismatch/002.png,1,0.2475498616695404,0.17635845608553738
S,3,bracket_brown/test/bend_and_parts_mismatch/003.png,1,0.23057930171489716,0.2987879915327175
S,4,bracket_brown/test/bend_and_parts_mismatch/004.png,1,0.24136480689048767,0.295936666722249
S,5,bracket_brown/test/bend_and_parts_mismatch/005.png,1,0.21395054459571838,0.27337948537845025
S,6,bracket_brown/test/bend_and_parts_mismatch/006.png,1,0.2908281683921814,0.2486546158628329
S,7,bracket_brown/test/bend_and_parts_mismatch/007.png,1,0.28291407227516174,0.14990288951921113
S,8,bracket_brown/test/bend_and_parts_mismatch/008.png,1,0.30340927839279175,0.11422447204520968
S,9,bracket_brown/test/bend_and_parts_mismatch/009.png,1,0.3126453757286072,0.09202700134826063
S,10,bracket_brown/test/bend_and_parts_mismatch/010.png,1,0.28133291006088257,0.18996138053487
S,11,bracket_brown/test/bend_and_parts_mismatch/011.png,1,0.2642923891544342,0.2284420700299986
S,12,bracket_brown/test/bend_and_parts_mismatch/012.png,1,0.2599945664405823,0.1471687108229976
S,13,bracket_brown/test/bend_and_parts_mismatch/013.png,1,0.209778293967247,0.447199549176887
S,14,bracket_brown/test/bend_and_parts_mismatch/014.png,1,0.24011178314685822,0.2054694638533078
S,15,bracket_brown/test/bend_and_parts_mismatch/015.png,1,0.19983138144016266,0.3043076467416444
S,16,bracket_brown/test/bend_and_parts_mismatch/016.png,1,0.24344676733016968,0.5775557280010408
S,17,bracket_brown/test/good/000.png,0,0.1947590410709381,
S,18,bracket_brown/test/good/001.png,0,0.23439815640449524,
S,19,bracket_brown/test/good/002.png,0,0.21183174848556519,
S,20,bracket_brown/test/good/003.png,0,0.26493388414382935,
S,21,bracket_brown/test/good/004.png,0,0.274152547121048,
S,22,bracket_brown/test/good/005.png,0,0.1892058551311493,
S,23,bracket_brown/test/good/006.png,0,0.25071975588798523,
S,24,bracket_brown/test/good/007.png,0,0.316232830286026,
S,25,bracket_brown/test/good/008.png,0,0.2337910383939743,
S,26,bracket_brown/test/good/009.png,0,0.21026895940303802,
S,27,bracket_brown/test/good/010.png,0,0.2755213677883148,
S,28,bracket_brown/test/good/011.png,0,0.13144101202487946,
S,29,bracket_brown/test/good/012.png,0,0.12138567119836807,
S,30,bracket_brown/test/good/013.png,0,0.11342233419418335,
S,31,bracket_brown/test/good/014.png,0,0.22227278351783752,
S,32,bracket_brown/test/good/015.png,0,0.2345527708530426,
S,33,bracket_brown/test/good/016.png,0,0.18932048976421356,
S,34,bracket_brown/test/good/017.png,0,0.18234533071517944,
S,35,bracket_brown/test/good/018.png,0,0.24639764428138733,
S,36,bracket_brown/test/good/019.png,0,0.279957115650177,
S,37,bracket_brown/test/good/020.png,0,0.31500884890556335,
S,38,bracket_brown/test/good/021.png,0,0.23678700625896454,
S,39,bracket_brown/test/good/022.png,0,0.1998302936553955,
S,40,bracket_brown/test/good/023.png,0,0.17851635813713074,
S,41,bracket_brown/test/good/024.png,0,0.20853504538536072,
S,42,bracket_brown/test/good/025.png,0,0.2533402442932129,
S,43,bracket_brown/test/parts_mismatch/000.png,1,0.16116733849048615,0.8138528138528138
S,44,bracket_brown/test/parts_mismatch/001.png,1,0.19857828319072723,0.6726190476190477
S,45,bracket_brown/test/parts_mismatch/002.png,1,0.2509041726589203,0.8333333333333333
S,46,bracket_brown/test/parts_mismatch/003.png,1,0.3038078844547272,1.0
S,47,bracket_brown/test/parts_mismatch/004.png,1,0.21849685907363892,0.08305840664711632
S,48,bracket_brown/test/parts_mismatch/005.png,1,0.21835215389728546,0.09258085418075276
S,49,bracket_brown/test/parts_mismatch/006.png,1,0.20361031591892242,0.05650148726466586
S,50,bracket_brown/test/parts_mismatch/007.png,1,0.16302107274532318,0.5498412698412698
S,51,bracket_brown/test/parts_mismatch/008.png,1,0.22432538866996765,0.02467118401154235
S,52,bracket_brown/test/parts_mismatch/009.png,1,0.309569388628006,0.02470211783688083
S,53,bracket_brown/test/parts_mismatch/010.png,1,0.18188370764255524,0.1520988453977226
S,54,bracket_brown/test/parts_mismatch/011.png,1,0.18529586493968964,0.08117044393514981
S,55,bracket_brown/test/parts_mismatch/012.png,1,0.4022512435913086,0.02348516086740466
S,56,bracket_brown/test/parts_mismatch/013.png,1,0.27864956855773926,0.18964789060125783
S,57,bracket_brown/test/parts_mismatch/014.png,1,0.1425592601299286,0.5840996395790916
S,58,bracket_brown/test/parts_mismatch/015.png,1,0.21264423429965973,0.1752657694299636
S,59,bracket_brown/test/parts_mismatch/016.png,1,0.2880318760871887,0.04010578102113642
S,60,bracket_brown/test/parts_mismatch/017.png,1,0.3926071524620056,0.09797234842483332
S,61,bracket_brown/test/parts_mismatch/018.png,1,0.21038790047168732,0.21765306701557863
S,62,bracket_brown/test/parts_mismatch/019.png,1,0.16677574813365936,0.26290578597030206
S,63,bracket_brown/test/parts_mismatch/020.png,1,0.21052083373069763,0.37371588278211515
S,64,bracket_brown/test/parts_mismatch/021.png,1,0.22428785264492035,0.15539503599848425
S,65,bracket_brown/test/parts_mismatch/022.png,1,0.21737413108348846,0.07977335067184273
S,66,bracket_brown/test/parts_mismatch/023.png,1,0.20453405380249023,0.0322463768115942
S,67,bracket_brown/test/parts_mismatch/024.png,1,0.14980560541152954,0.053418803418803416
S,68,bracket_brown/test/parts_mismatch/025.png,1,0.35624104738235474,0.19444444444444442
S,69,bracket_brown/test/parts_mismatch/026.png,1,0.15270937979221344,0.10603183215771386
S,70,bracket_brown/test/parts_mismatch/027.png,1,0.23509812355041504,0.031009675823114872
S,71,bracket_brown/test/parts_mismatch/028.png,1,0.1922428458929062,0.023115381453339277
S,72,bracket_brown/test/parts_mismatch/029.png,1,0.23712481558322906,0.034922394678492244
S,73,bracket_brown/test/parts_mismatch/030.png,1,0.31698212027549744,0.02112369337979094
S,74,bracket_brown/test/parts_mismatch/031.png,1,0.24985510110855103,0.03692198106407386
S,75,bracket_brown/test/parts_mismatch/032.png,1,0.22100895643234253,0.03528720013265913
S,76,bracket_brown/test/parts_mismatch/033.png,1,0.21388116478919983,0.06665805183535371
C,0,bracket_brown/test/bend_and_parts_mismatch/000.png,1,0.06456048041582108,0.11051780369809758
C,1,bracket_brown/test/bend_and_parts_mismatch/001.png,1,0.0918036550283432,0.08723023189084714
C,2,bracket_brown/test/bend_and_parts_mismatch/002.png,1,0.11216776818037033,0.08324507818169205
C,3,bracket_brown/test/bend_and_parts_mismatch/003.png,1,0.12301644682884216,0.0988042531038803
C,4,bracket_brown/test/bend_and_parts_mismatch/004.png,1,0.112481988966465,0.12281208040873984
C,5,bracket_brown/test/bend_and_parts_mismatch/005.png,1,0.07647541165351868,0.12514981019920512
C,6,bracket_brown/test/bend_and_parts_mismatch/006.png,1,0.07255377620458603,0.11375548845679104
C,7,bracket_brown/test/bend_and_parts_mismatch/007.png,1,0.09830066561698914,0.08427377327751778
C,8,bracket_brown/test/bend_and_parts_mismatch/008.png,1,0.11818074434995651,0.09098024616532005
C,9,bracket_brown/test/bend_and_parts_mismatch/009.png,1,0.13075099885463715,0.07275118961802375
C,10,bracket_brown/test/bend_and_parts_mismatch/010.png,1,0.09647314995527267,0.07980984775400957
C,11,bracket_brown/test/bend_and_parts_mismatch/011.png,1,0.07408123463392258,0.0955049888978596
C,12,bracket_brown/test/bend_and_parts_mismatch/012.png,1,0.09255747497081757,0.10052548980882454
C,13,bracket_brown/test/bend_and_parts_mismatch/013.png,1,0.05796796455979347,0.2504101350594876
C,14,bracket_brown/test/bend_and_parts_mismatch/014.png,1,0.08794420212507248,0.13952865132988104
C,15,bracket_brown/test/bend_and_parts_mismatch/015.png,1,0.09116759151220322,0.1567488554613069
C,16,bracket_brown/test/bend_and_parts_mismatch/016.png,1,0.05621618404984474,0.11705369544639796
