method,image_index,sample_id,image_label,region,grid,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,03/test/ko/0000.bmp,1,abnormal_normal,32x42,19,1305,0.008034006229305633,0.0,0.0009381771087646484,0.005943953990936279,0.012481987476348877,0.02319946885108947,0.0,0.05608677864074707
A1_G,0,03/test/ko/0000.bmp,1,defect,32x42,19,39,0.015471259752909342,0.0023158878087997437,0.0075432658195495605,0.01386311650276184,0.022593483328819275,0.02886966466903687,0.0005075037479400635,0.03602650761604309
A1_G,0,03/test/ko/0000.bmp,1,clean_defect,32x42,19,20,0.017985741794109344,0.004425460100173951,0.009718291461467743,0.0196874737739563,0.027127370238304138,0.03212525546550751,0.0005075037479400635,0.03602650761604309
A1_G,0,03/test/ko/0000.bmp,1,boundary,32x42,19,19,0.012824436551646182,0.0023158878087997437,0.006671801209449768,0.012931287288665771,0.017266228795051575,0.026472103595733643,0.000583261251449585,0.02673935890197754
A1_G,1,03/test/ko/0001.bmp,1,abnormal_normal,32x42,20,1295,0.008856159057396258,0.0,0.0010568201541900635,0.006733983755111694,0.013986781239509583,0.025543338060379017,0.0,0.06857001781463623
A1_G,1,03/test/ko/0001.bmp,1,defect,32x42,20,49,0.010367748080467691,0.0006295621395111086,0.005693167448043823,0.010707229375839233,0.014546722173690796,0.020156693458557126,0.0,0.020763695240020752
A1_G,1,03/test/ko/0001.bmp,1,clean_defect,32x42,20,29,0.011175523544179982,0.0004128932952880861,0.005684316158294678,0.012802064418792725,0.01598423719406128,0.02015669345855713,0.0,0.020763695240020752
A1_G,1,03/test/ko/0001.bmp,1,boundary,32x42,20,20,0.00919647365808487,0.0011036589741706849,0.007611773908138275,0.008892267942428589,0.012275151908397675,0.01959008127450943,0.0003611147403717041,0.020279228687286377
A1_G,2,03/test/ko/0002.bmp,1,abnormal_normal,32x42,26,1288,0.00860163921154804,0.0,0.0009113848209381104,0.006482630968093872,0.01336931437253952,0.026075905561447142,0.0,0.052533894777297974
A1_G,2,03/test/ko/0002.bmp,1,defect,32x42,26,56,0.009284607533897673,0.0012238770723342896,0.00540904700756073,0.007832050323486328,0.011983096599578857,0.019674152135849,0.0,0.039277344942092896
A1_G,2,03/test/ko/0002.bmp,1,clean_defect,32x42,26,30,0.008699341615041097,0.0010867804288864137,0.005738295614719391,0.008831962943077087,0.012036226689815521,0.015067601203918457,0.0,0.019755691289901733
A1_G,2,03/test/ko/0002.bmp,1,boundary,32x42,26,26,0.009959914363347568,0.0016201362013816833,0.0038740336894989014,0.007832050323486328,0.011932827532291412,0.023351728916168213,0.0,0.039277344942092896
A1_G,3,03/test/ko/0003.bmp,1,abnormal_normal,32x42,19,1286,0.0081902487467088,0.0,0.0006984099745750427,0.0055424124002456665,0.01241738349199295,0.02671799063682556,0.0,0.07589814066886902
A1_G,3,03/test/ko/0003.bmp,1,defect,32x42,19,58,0.017418429255485535,0.0023959755897521974,0.009859710931777954,0.0160486102104187,0.021297693252563477,0.03967106193304061,0.0,0.049573808908462524
A1_G,3,03/test/ko/0003.bmp,1,clean_defect,32x42,19,39,0.01695903677206773,0.005851662158966065,0.010510832071304321,0.016112446784973145,0.021048232913017273,0.03126765787601471,0.0006774365901947021,0.049573808908462524
A1_G,3,03/test/ko/0003.bmp,1,boundary,32x42,19,19,0.018361392774079974,0.001666751503944397,0.008843287825584412,0.015984773635864258,0.022674649953842163,0.045642063021659844,0.0,0.047250986099243164
A1_G,4,03/test/ko/0004.bmp,1,abnormal_normal,32x42,31,1255,0.008690649223517612,0.0,0.0006204396486282349,0.005420118570327759,0.013241216540336609,0.028272789716720575,0.0,0.08331263065338135
A1_G,4,03/test/ko/0004.bmp,1,defect,32x42,31,89,0.015240502156568378,0.0030360519886016846,0.0072539448738098145,0.012567400932312012,0.02048996090888977,0.03195365071296692,0.0014508962631225586,0.07083621621131897
A1_G,4,03/test/ko/0004.bmp,1,clean_defect,32x42,31,58,0.014984484376578495,0.0029018476605415346,0.007607743144035339,0.012219518423080444,0.02133186161518097,0.030552637577056882,0.0014508962631225586,0.07083621621131897
A1_G,4,03/test/ko/0004.bmp,1,boundary,32x42,31,31,0.015719503164291382,0.0033956170082092285,0.006248608231544495,0.01607346534729004,0.019130021333694458,0.03489068150520325,0.0031295418739318848,0.037766486406326294
