method,scope,image_index,sample_id,n_pairs,l_correct,j_correct,l_correct_j_wrong,l_wrong_j_correct,both_correct,both_wrong,l_tie,j_tie,l_correct_rate,j_correct_rate,l_correct_j_wrong_rate,l_wrong_j_correct_rate
A1,image,0,03/test/ko/0000.bmp,2432,2209,2175,38,4,2171,219,0,0,0.9083059210526315,0.8943256578947368,0.015625,0.001644736842105263
A1,image,1,03/test/ko/0001.bmp,3264,3111,3105,14,8,3097,145,0,0,0.953125,0.9512867647058824,0.00428921568627451,0.0024509803921568627
A1,image,2,03/test/ko/0002.bmp,3520,3273,3256,31,14,3242,233,0,0,0.9298295454545454,0.925,0.008806818181818181,0.003977272727272727
A1,image,3,03/test/ko/0003.bmp,3776,3645,3611,43,9,3602,122,0,0,0.9653072033898306,0.956302966101695,0.011387711864406779,0.0023834745762711866
A1,image,4,03/test/ko/0004.bmp,4096,3847,3873,19,45,3828,204,0,0,0.939208984375,0.945556640625,0.004638671875,0.010986328125
A1,image,5,03/test/ko/0005.bmp,4096,3715,3729,36,50,3679,331,0,0,0.906982421875,0.910400390625,0.0087890625,0.01220703125
A1,image,6,03/test/ko/0006.bmp,4096,3627,3651,39,63,3588,406,0,0,0.885498046875,0.891357421875,0.009521484375,0.015380859375
A1,image,7,03/test/ko/0007.bmp,4096,3940,3939,20,19,3920,137,0,0,0.9619140625,0.961669921875,0.0048828125,0.004638671875
A1,image,8,03/test/ko/0008.bmp,3648,3497,3497,12,12,3485,139,0,0,0.9586074561403509,0.9586074561403509,0.003289473684210526,0.003289473684210526
A1,image,9,03/test/ko/0009.bmp,3456,3251,3235,45,29,3206,176,0,0,0.9406828703703703,0.9360532407407407,0.013020833333333334,0.008391203703703705
A1,image,10,03/test/ko/0010.bmp,1088,945,959,7,21,938,122,0,0,0.8685661764705882,0.8814338235294118,0.006433823529411764,0.019301470588235295
A1,image,11,03/test/ko/0011.bmp,2048,1841,1838,10,7,1831,200,0,0,0.89892578125,0.8974609375,0.0048828125,0.00341796875
A1,image,12,03/test/ko/0012.bmp,1728,1335,1338,17,20,1318,373,0,0,0.7725694444444444,0.7743055555555556,0.009837962962962963,0.011574074074074073
A1,image,13,03/test/ko/0013.bmp,4096,3890,3882,31,23,3859,183,0,0,0.94970703125,0.94775390625,0.007568359375,0.005615234375
