method,image_index,sample_id,image_label,region,grid,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,03/test/ko/0000.bmp,1,abnormal_normal,32x42,13,1306,0.008818409344321189,0.0,0.0007362589240074158,0.006410539150238037,0.013765208423137665,0.02753596007823944,0.0,0.058552950620651245
A1_G,0,03/test/ko/0000.bmp,1,defect,32x42,13,38,0.009865975693652504,0.0,0.003812350332736969,0.009929224848747253,0.016434229910373688,0.020360746979713438,0.0,0.025272756814956665
A1_G,0,03/test/ko/0000.bmp,1,clean_defect,32x42,13,25,0.010008025169372558,0.0008108496665954592,0.003978133201599121,0.009303689002990723,0.016282349824905396,0.020791333913803098,0.0,0.025272756814956665
A1_G,0,03/test/ko/0000.bmp,1,boundary,32x42,13,13,0.009592803624960093,0.0,0.0014886856079101562,0.011079847812652588,0.016578704118728638,0.01968398094177246,0.0,0.02025836706161499
A1_G,1,03/test/ko/0001.bmp,1,abnormal_normal,32x42,23,1293,0.008358117898858432,0.0,0.0005557835102081299,0.0056266188621521,0.013257235288619995,0.02552335262298584,0.0,0.053324371576309204
A1_G,1,03/test/ko/0001.bmp,1,defect,32x42,23,51,0.014172769644681145,0.0016574114561080933,0.007130414247512817,0.012823879718780518,0.019639790058135986,0.031163394451141357,0.0,0.041477322578430176
A1_G,1,03/test/ko/0001.bmp,1,clean_defect,32x42,23,28,0.01246922037431172,0.0030040487647056582,0.007381238043308258,0.012603476643562317,0.016199536621570587,0.022409605979919433,0.0005980134010314941,0.02714669704437256
A1_G,1,03/test/ko/0001.bmp,1,boundary,32x42,23,23,0.016246655712956967,0.0010999709367752076,0.00696621835231781,0.015323519706726074,0.026542499661445618,0.0351595640182495,0.0,0.041477322578430176
A1_G,2,03/test/ko/0002.bmp,1,abnormal_normal,32x42,28,1289,0.008895680389263725,0.0,0.0010817348957061768,0.00654950737953186,0.014052718877792358,0.024822282791137695,0.0,0.0631299614906311
A1_G,2,03/test/ko/0002.bmp,1,defect,32x42,28,55,0.010957607355984774,0.0006468564271926881,0.004480510950088501,0.009759247303009033,0.016065463423728943,0.02502243816852569,0.0,0.03127622604370117
A1_G,2,03/test/ko/0002.bmp,1,clean_defect,32x42,28,27,0.010630855957667032,0.00027722418308258063,0.004173830151557922,0.008714854717254639,0.017122536897659302,0.024289828538894654,0.0,0.026624590158462524
A1_G,2,03/test/ko/0002.bmp,1,boundary,32x42,28,28,0.011272689061505454,0.0024869680404663087,0.0044984370470047,0.009762704372406006,0.015300676226615906,0.026844282448291772,0.0,0.03127622604370117
