category,sample_id,label,image_score
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0000.bmp,0,0.0710984542965889
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0001.bmp,0,0.10156820714473724
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0002.bmp,0,0.04137878119945526
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0003.bmp,0,0.06131841242313385
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0004.bmp,0,0.07542107999324799
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0005.bmp,0,0.08264865726232529
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0006.bmp,0,0.015272252261638641
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0007.bmp,0,0.0
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0008.bmp,0,0.07461429387331009
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0009.bmp,0,0.03519899770617485
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0010.bmp,0,0.003292233683168888
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0011.bmp,0,0.009124042466282845
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0012.bmp,0,0.06142022833228111
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0013.bmp,0,0.05828329548239708
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0014.bmp,0,0.05797269567847252
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0015.bmp,0,0.17432856559753418
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0016.bmp,0,0.021947579458355904
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0017.bmp,0,0.3171280026435852
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0018.bmp,0,0.037110283970832825
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0019.bmp,0,0.1934337019920349
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\good\0020.bmp,0,0.24595993757247925
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\ko\0000.bmp,1,0.6972968578338623
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\ko\0001.bmp,1,0.4696662127971649
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\ko\0002.bmp,1,0.25508397817611694
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\ko\0003.bmp,1,0.137204110622406
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\ko\0004.bmp,1,0.3101987838745117
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\ko\0005.bmp,1,0.7136362791061401
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\ko\0006.bmp,1,0.9817119836807251
mvtec_01,D:\STUDY\My_github\sci_project\data\patchcore_closeout\btad_s1_k1\01\test\ko\0007.bmp,1,0.7405708432197571
