method,image_index,sample_id,image_label,region,diagnostic_level,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,bracket_white/test/defective_painting/000.png,1,abnormal_normal,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,1021,0.009867331014907792,0.0004265010356903076,0.0026735663414001465,0.006518930196762085,0.013440191745758057,0.030659765005111694,0.0,0.13820400834083557
A1_G,0,bracket_white/test/defective_painting/000.png,1,defect,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,3,0.012736002604166666,0.004208391904830933,0.0086575448513031,0.01421898603439331,0.017555952072143555,0.02022552490234375,0.0030961036682128906,0.0208929181098938
A1_G,0,bracket_white/test/defective_painting/000.png,1,clean_defect,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,0,,,,,,,,
A1_G,0,bracket_white/test/defective_painting/000.png,1,boundary,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,3,0.012736002604166666,0.004208391904830933,0.0086575448513031,0.01421898603439331,0.017555952072143555,0.02022552490234375,0.0030961036682128906,0.0208929181098938
A1_G,1,bracket_white/test/defective_painting/001.png,1,abnormal_normal,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,1021,0.009983953106765298,0.0006725788116455078,0.0028334856033325195,0.0070750415325164795,0.013616234064102173,0.03086569905281067,0.0,0.06657910346984863
A1_G,1,bracket_white/test/defective_painting/001.png,1,defect,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,3,0.025427967309951782,0.006087049841880798,0.010485097765922546,0.01598265767097473,0.03564818203449249,0.0513806015253067,0.004987537860870361,0.055313706398010254
A1_G,1,bracket_white/test/defective_painting/001.png,1,clean_defect,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,0,,,,,,,,
A1_G,1,bracket_white/test/defective_painting/001.png,1,boundary,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,3,0.025427967309951782,0.006087049841880798,0.010485097765922546,0.01598265767097473,0.03564818203449249,0.0513806015253067,0.004987537860870361,0.055313706398010254
A1_G,2,bracket_white/test/defective_painting/002.png,1,abnormal_normal,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,1021,0.010341738627076033,0.0005645751953125,0.0030709505081176758,0.007280468940734863,0.014170169830322266,0.031100928783416748,0.0,0.07098942995071411
A1_G,2,bracket_white/test/defective_painting/002.png,1,defect,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,3,0.019898444414138794,0.0028599202632904053,0.014299601316452026,0.028599202632904053,0.02984766662120819,0.0308464378118515,0.0,0.03109613060951233
A1_G,2,bracket_white/test/defective_painting/002.png,1,clean_defect,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,0,,,,,,,,
A1_G,2,bracket_white/test/defective_painting/002.png,1,boundary,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,3,3,0.019898444414138794,0.0028599202632904053,0.014299601316452026,0.028599202632904053,0.02984766662120819,0.0308464378118515,0.0,0.03109613060951233
A1_G,3,bracket_white/test/defective_painting/003.png,1,abnormal_normal,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,2,1022,0.011163469804942958,0.0005330458283424379,0.0031231045722961426,0.007502615451812744,0.015010766685009003,0.03480467796325681,0.0,0.10554757714271545
A1_G,3,bracket_white/test/defective_painting/003.png,1,defect,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,2,2,0.018329113721847534,0.018263399600982666,0.018292605876922607,0.018329113721847534,0.01836562156677246,0.018394827842712402,0.01825609803199768,0.018402129411697388
A1_G,3,bracket_white/test/defective_painting/003.png,1,clean_defect,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,2,0,,,,,,,,
