python.exe : D:\STUDY\My_github\sci_project\.venv-anomalyclip\lib\site-packages\scipy\__init__.py:155: UserWarning: A N
umPy version >=1.18.5 and <1.25.0 is required for this version of SciPy (detected version 1.26.4
At line:15 char:2622
+ ... verify\B1'; & $p -u $s --mode run --stride 8 --replicates 100 --datas ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (D:\STUDY\My_git... version 1.26.4:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
[E1:stride8] mpdd s0 K1 bracket_black: start (0s)
[E1:stride8] mpdd s0 K1 bracket_black: checkpointed (8s)
[E1:stride8] mpdd s0 K1 bracket_brown: start (9s)
[E1:stride8] mpdd s0 K1 bracket_brown: checkpointed (17s)
[E1:stride8] mpdd s0 K1 bracket_white: start (17s)
[E1:stride8] mpdd s0 K1 bracket_white: checkpointed (24s)
[E1:stride8] mpdd s0 K1 connector: start (24s)
[E1:stride8] mpdd s0 K1 connector: checkpointed (29s)
[E1:stride8] mpdd s0 K1 metal_plate: start (29s)
[E1:stride8] mpdd s0 K1 metal_plate: checkpointed (43s)
[E1:stride8] mpdd s0 K1 tubes: start (43s)
[E1:stride8] mpdd s0 K1 tubes: checkpointed (52s)
[E1:stride8] mpdd s0 K1: 13 methods (52s)
[E1:stride8] unit 1/20 done: mpdd_s0_k1 unit_ts=52s wall=52s
[E1:stride8] mpdd s0 K2 bracket_black: start (52s)
[E1:stride8] mpdd s0 K2 bracket_black: checkpointed (59s)
[E1:stride8] mpdd s0 K2 bracket_brown: start (59s)
[E1:stride8] mpdd s0 K2 bracket_brown: checkpointed (65s)
[E1:stride8] mpdd s0 K2 bracket_white: start (65s)
[E1:stride8] mpdd s0 K2 bracket_white: checkpointed (71s)
[E1:stride8] mpdd s0 K2 connector: start (71s)
[E1:stride8] mpdd s0 K2 connector: checkpointed (75s)
[E1:stride8] mpdd s0 K2 metal_plate: start (75s)
[E1:stride8] mpdd s0 K2 metal_plate: checkpointed (88s)
[E1:stride8] mpdd s0 K2 tubes: start (88s)
[E1:stride8] mpdd s0 K2 tubes: checkpointed (98s)
[E1:stride8] mpdd s0 K2: 13 methods (98s)
[E1:stride8] unit 2/20 done: mpdd_s0_k2 unit_ts=46s wall=98s
[E1:stride8] mpdd s0 K4 bracket_black: start (98s)
[E1:stride8] mpdd s0 K4 bracket_black: checkpointed (104s)
[E1:stride8] mpdd s0 K4 bracket_brown: start (104s)
[E1:stride8] mpdd s0 K4 bracket_brown: checkpointed (111s)
[E1:stride8] mpdd s0 K4 bracket_white: start (111s)
[E1:stride8] mpdd s0 K4 bracket_white: checkpointed (117s)
[E1:stride8] mpdd s0 K4 connector: start (117s)
[E1:stride8] mpdd s0 K4 connector: checkpointed (121s)
[E1:stride8] mpdd s0 K4 metal_plate: start (121s)
[E1:stride8] mpdd s0 K4 metal_plate: checkpointed (134s)
[E1:stride8] mpdd s0 K4 tubes: start (134s)
[E1:stride8] mpdd s0 K4 tubes: checkpointed (142s)
[E1:stride8] mpdd s0 K4: 13 methods (142s)
[E1:stride8] unit 3/20 done: mpdd_s0_k4 unit_ts=45s wall=142s
[E1:stride8] mpdd s0 K8 bracket_black: start (143s)
[E1:stride8] mpdd s0 K8 bracket_black: checkpointed (149s)
[E1:stride8] mpdd s0 K8 bracket_brown: start (149s)
[E1:stride8] mpdd s0 K8 bracket_brown: checkpointed (155s)
[E1:stride8] mpdd s0 K8 bracket_white: start (155s)
[E1:stride8] mpdd s0 K8 bracket_white: checkpointed (159s)
[E1:stride8] mpdd s0 K8 connector: start (159s)
[E1:stride8] mpdd s0 K8 connector: checkpointed (162s)
[E1:stride8] mpdd s0 K8 metal_plate: start (162s)
[E1:stride8] mpdd s0 K8 metal_plate: checkpointed (172s)
[E1:stride8] mpdd s0 K8 tubes: start (172s)
[E1:stride8] mpdd s0 K8 tubes: checkpointed (178s)
[E1:stride8] mpdd s0 K8: 13 methods (178s)
[E1:stride8] unit 4/20 done: mpdd_s0_k8 unit_ts=36s wall=178s
[E1:stride8] mpdd s1 K1 bracket_black: start (178s)
[E1:stride8] mpdd s1 K1 bracket_black: checkpointed (183s)
[E1:stride8] mpdd s1 K1 bracket_brown: start (183s)
[E1:stride8] mpdd s1 K1 bracket_brown: checkpointed (188s)
[E1:stride8] mpdd s1 K1 bracket_white: start (188s)
[E1:stride8] mpdd s1 K1 bracket_white: checkpointed (192s)
[E1:stride8] mpdd s1 K1 connector: start (192s)
[E1:stride8] mpdd s1 K1 connector: checkpointed (195s)
[E1:stride8] mpdd s1 K1 metal_plate: start (195s)
[E1:stride8] mpdd s1 K1 metal_plate: checkpointed (205s)
[E1:stride8] mpdd s1 K1 tubes: start (205s)
[E1:stride8] mpdd s1 K1 tubes: checkpointed (212s)
[E1:stride8] mpdd s1 K1: 13 methods (212s)
[E1:stride8] unit 5/20 done: mpdd_s1_k1 unit_ts=34s wall=212s
[E1:stride8] mpdd s1 K2 bracket_black: start (212s)
[E1:stride8] mpdd s1 K2 bracket_black: checkpointed (217s)
[E1:stride8] mpdd s1 K2 bracket_brown: start (217s)
[E1:stride8] mpdd s1 K2 bracket_brown: checkpointed (222s)
[E1:stride8] mpdd s1 K2 bracket_white: start (222s)
[E1:stride8] mpdd s1 K2 bracket_white: checkpointed (225s)
[E1:stride8] mpdd s1 K2 connector: start (225s)
[E1:stride8] mpdd s1 K2 connector: checkpointed (229s)
