method,image_index,sample_id,image_label,region,grid,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,03/test/ko/0000.bmp,1,abnormal_normal,32x42,19,1305,0.007886430381358354,0.0,0.0007897317409515381,0.00547453761100769,0.012530267238616943,0.023251277208328244,0.0,0.09782859683036804
A1_G,0,03/test/ko/0000.bmp,1,defect,32x42,19,39,0.014385866813170604,0.0023585170507431034,0.007350146770477295,0.013561993837356567,0.020625174045562744,0.030729401111602783,0.00041753053665161133,0.03307551145553589
A1_G,0,03/test/ko/0000.bmp,1,clean_defect,32x42,19,20,0.016758009791374207,0.002857986092567444,0.009843364357948303,0.017843514680862427,0.02233022451400757,0.031259141862392426,0.00041753053665161133,0.03307551145553589
A1_G,0,03/test/ko/0000.bmp,1,boundary,32x42,19,19,0.011888874204535233,0.002358517050743103,0.005951583385467529,0.012698143720626831,0.016499295830726624,0.02604755163192749,0.0013585090637207031,0.02616766095161438
A1_G,1,03/test/ko/0001.bmp,1,abnormal_normal,32x42,20,1295,0.008848899487823133,0.0,0.001057550311088562,0.006861954927444458,0.013706162571907043,0.025400435924530024,0.0,0.05359560251235962
A1_G,1,03/test/ko/0001.bmp,1,defect,32x42,20,49,0.009968572733353595,0.0005660653114318852,0.005663633346557617,0.009391874074935913,0.01415279507637024,0.018671864271163942,0.0,0.022934287786483765
A1_G,1,03/test/ko/0001.bmp,1,clean_defect,32x42,20,29,0.011096250394295001,0.0008299946784973148,0.007460147142410278,0.011768192052841187,0.015316098928451538,0.019162797927856443,0.0,0.022934287786483765
A1_G,1,03/test/ko/0001.bmp,1,boundary,32x42,20,20,0.008333440124988555,0.001188524067401886,0.0052591487765312195,0.0069921016693115234,0.013147234916687012,0.01682179421186447,0.00011336803436279297,0.018421858549118042
A1_G,2,03/test/ko/0002.bmp,1,abnormal_normal,32x42,26,1288,0.008490080326240256,0.0,0.001030057668685913,0.006644025444984436,0.013009630143642426,0.024927237629890416,0.0,0.05906519293785095
A1_G,2,03/test/ko/0002.bmp,1,defect,32x42,26,56,0.010222923010587692,0.0020432546734809875,0.006024450063705444,0.008589088916778564,0.012470066547393799,0.020338907837867737,0.0,0.040393292903900146
A1_G,2,03/test/ko/0002.bmp,1,clean_defect,32x42,26,30,0.01035154660542806,0.003719647228717804,0.007425650954246521,0.008873820304870605,0.013418495655059814,0.01802214831113815,0.0,0.020849913358688354
A1_G,2,03/test/ko/0002.bmp,1,boundary,32x42,26,26,0.010074511170387268,0.0016332492232322693,0.005142532289028168,0.007232829928398132,0.011959835886955261,0.02280323952436447,0.0,0.040393292903900146
A1_G,3,03/test/ko/0003.bmp,1,abnormal_normal,32x42,19,1286,0.008209156674878964,0.0,0.0006011947989463806,0.0055360347032547,0.012950748205184937,0.025698870420455933,0.0,0.0706985592842102
