method,image_index,sample_id,image_label,region,diagnostic_level,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,metal_plate/test/good/000.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011717013869201764,3.678351640701304e-05,0.002610117197036743,0.00746232271194458,0.017186209559440613,0.03542335778474807,0.0,0.09280204772949219
A1_G,1,metal_plate/test/good/001.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010975249053444713,6.998330354690564e-05,0.0024302229285240173,0.006812497973442078,0.01612025499343872,0.033419139683246606,0.0,0.10068619251251221
A1_G,2,metal_plate/test/good/002.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011075081827584654,6.116479635238647e-05,0.002208396792411804,0.007076084613800049,0.016165904700756073,0.03273211270570753,0.0,0.0867592990398407
A1_G,3,metal_plate/test/good/003.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01111260219477117,0.00014770925045013436,0.002379871904850006,0.007474750280380249,0.015440672636032104,0.03477484136819838,0.0,0.10304340720176697
A1_G,4,metal_plate/test/good/004.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.012471395573811606,0.0,0.002201549708843231,0.007708057761192322,0.018748745322227478,0.03847827613353724,0.0,0.09754183888435364
A1_G,5,metal_plate/test/good/005.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010580115136690438,0.0,0.0021902769804000854,0.006987929344177246,0.01574147492647171,0.032242129743099174,0.0,0.0789276659488678
A1_G,6,metal_plate/test/good/006.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011812197917606682,0.0,0.0021063685417175293,0.007723182439804077,0.017741210758686066,0.036018072068691245,0.0,0.08599433302879333
A1_G,7,metal_plate/test/good/007.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01125308228074573,0.0,0.0023144111037254333,0.007528841495513916,0.01646634191274643,0.03382323831319808,0.0,0.08159172534942627
A1_G,8,metal_plate/test/good/008.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01128235540818423,5.234181880950929e-05,0.0024907439947128296,0.007488265633583069,0.01618078351020813,0.03426813632249831,0.0,0.1322515904903412
A1_G,9,metal_plate/test/good/009.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010875319043407217,0.00017994940280914324,0.002305746078491211,0.006812736392021179,0.015682213008403778,0.034376485645771,0.0,0.08708670735359192
A1_G,10,metal_plate/test/good/010.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010726827167673036,1.789033412933357e-05,0.0021436214447021484,0.006795138120651245,0.015378251671791077,0.03315229862928388,0.0,0.15891820192337036
A1_G,11,metal_plate/test/good/011.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011449670826550573,0.00011978596448898318,0.0024291276931762695,0.007434085011482239,0.01644100993871689,0.036694353818893424,0.0,0.11625388264656067
