method,image_index,sample_id,image_label,region,grid,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,metal_plate/test/good/000.png,0,normal_image,32x32,0,1024,0.01167286530835554,0.0,0.0023399144411087036,0.007403478026390076,0.016306713223457336,0.03497759103775024,0.0,0.1289711594581604
A1_G,1,metal_plate/test/good/001.png,0,normal_image,32x32,0,1024,0.01086316493456252,0.0,0.002115212380886078,0.006683290004730225,0.014368094503879547,0.036136475205421445,0.0,0.13389721512794495
A1_G,2,metal_plate/test/good/002.png,0,normal_image,32x32,0,1024,0.011068287451053038,0.0,0.0021929964423179626,0.006600320339202881,0.01578262448310852,0.03362603038549418,0.0,0.12592273950576782
A1_G,3,metal_plate/test/good/003.png,0,normal_image,32x32,0,1024,0.01130932432715781,0.0,0.0020772963762283325,0.007075652480125427,0.01676567643880844,0.0368214279413223,0.0,0.0933365523815155
A1_G,4,metal_plate/test/good/004.png,0,normal_image,32x32,0,1024,0.012519796058768407,0.0,0.0021724551916122437,0.007340788841247559,0.018223837018013,0.04132089763879776,0.0,0.10574918985366821
A1_G,5,metal_plate/test/good/005.png,0,normal_image,32x32,0,1024,0.011889223853358999,0.0,0.0021574124693870544,0.0065982043743133545,0.016708441078662872,0.041739439964294384,0.0,0.09014683961868286
A1_G,6,metal_plate/test/good/006.png,0,normal_image,32x32,0,1024,0.012273271422600374,0.0,0.002377837896347046,0.007825180888175964,0.01743178814649582,0.0393041282892227,0.0,0.09767892956733704
A1_G,7,metal_plate/test/good/007.png,0,normal_image,32x32,0,1024,0.011600223690038547,0.0,0.0022113993763923645,0.007052063941955566,0.016199573874473572,0.037907540798187214,0.0,0.09658041596412659
A1_G,8,metal_plate/test/good/008.png,0,normal_image,32x32,0,1024,0.011364553647581488,0.0,0.0020307600498199463,0.006646245718002319,0.0166437029838562,0.03845803290605544,0.0,0.07681217789649963
A1_G,9,metal_plate/test/good/009.png,0,normal_image,32x32,0,1024,0.010323376453015953,0.0,0.0017720311880111694,0.005595043301582336,0.015109747648239136,0.03501349389553069,0.0,0.06560853123664856
A1_G,10,metal_plate/test/good/010.png,0,normal_image,32x32,0,1024,0.011371184227755293,0.0,0.0021040141582489014,0.006566330790519714,0.016033336520195007,0.038368143141269656,0.0,0.13991400599479675
A1_G,11,metal_plate/test/good/011.png,0,normal_image,32x32,0,1024,0.011019811645383015,0.0,0.001988738775253296,0.006605371832847595,0.016665421426296234,0.037558458745479584,0.0,0.07082611322402954
A1_G,12,metal_plate/test/good/012.png,0,normal_image,32x32,0,1024,0.012053891696268693,0.0,0.002180151641368866,0.006920740008354187,0.017711684107780457,0.04210380464792249,0.0,0.11277756094932556
A1_G,13,metal_plate/test/good/013.png,0,normal_image,32x32,0,1024,0.011227413429878652,0.0,0.002023369073867798,0.00674593448638916,0.0168837308883667,0.036639620363712294,0.0,0.07153591513633728
A1_G,14,metal_plate/test/good/014.png,0,normal_image,32x32,0,1024,0.011234086559852585,0.0,0.002442300319671631,0.007424056529998779,0.016083598136901855,0.03477942943572993,0.0,0.09809455275535583
A1_G,15,metal_plate/test/good/015.png,0,normal_image,32x32,0,1024,0.011651079170405865,0.0,0.0021660402417182922,0.00679384171962738,0.01688987761735916,0.03962573707103729,0.0,0.10438615083694458
A1_G,16,metal_plate/test/good/016.png,0,normal_image,32x32,0,1024,0.011881904094479978,0.0,0.0020331144332885742,0.007218465209007263,0.016910001635551453,0.038741840422153465,0.0,0.10976791381835938
A1_G,17,metal_plate/test/good/017.png,0,normal_image,32x32,0,1024,0.012499872042099014,0.0,0.0023427605628967285,0.007818937301635742,0.01815255731344223,0.039264093339443175,0.0,0.125005841255188
A1_G,18,metal_plate/test/good/018.png,0,normal_image,32x32,0,1024,0.01225067226914689,0.0,0.002191610634326935,0.007364019751548767,0.01798190176486969,0.039163285493850675,0.0,0.10778141021728516
A1_G,19,metal_plate/test/good/019.png,0,normal_image,32x32,0,1024,0.011275906843366101,0.0,0.002329707145690918,0.00681285560131073,0.01609130948781967,0.03685285896062844,0.0,0.10561516880989075
A1_G,20,metal_plate/test/good/020.png,0,normal_image,32x32,0,1024,0.011366398684913293,0.0,0.002373315393924713,0.006925866007804871,0.01602119207382202,0.03873509913682934,0.0,0.09474873542785645
A1_G,21,metal_plate/test/good/021.png,0,normal_image,32x32,0,1024,0.012108436436392367,2.6106834411622083e-06,0.002730458974838257,0.008161976933479309,0.017294585704803467,0.036110605299472805,0.0,0.0982915461063385
A1_G,22,metal_plate/test/good/022.png,0,normal_image,32x32,0,1024,0.011753314436646178,0.0,0.002208724617958069,0.007075577974319458,0.016844235360622406,0.03797342032194137,0.0,0.10296544432640076
A1_G,23,metal_plate/test/good/023.png,0,normal_image,32x32,0,1024,0.012037596723530442,0.0,0.0025307610630989075,0.0074465274810791016,0.01665162295103073,0.040872788429260225,0.0,0.11182206869125366
A1_G,24,metal_plate/test/good/024.png,0,normal_image,32x32,0,1024,0.012540455209091306,0.0,0.002686046063899994,0.007662102580070496,0.018167808651924133,0.03899789601564406,0.0,0.09309655427932739
A1_G,25,metal_plate/test/good/025.png,0,normal_image,32x32,0,1024,0.01235731435008347,6.604045629501345e-05,0.0023032724857330322,0.008246690034866333,0.01796697825193405,0.040041019022464694,0.0,0.08550077676773071
A1_G,26,metal_plate/test/major_rust/000.png,1,abnormal_normal,32x32,37,821,0.010219796566376588,0.0,0.0017015933990478516,0.005689144134521484,0.014876753091812134,0.03506597876548767,0.0,0.0824204683303833
A1_G,26,metal_plate/test/major_rust/000.png,1,defect,32x32,37,203,0.01831929774707174,0.0006359905004501344,0.008095413446426392,0.016858786344528198,0.025727614760398865,0.042261990904808026,0.0,0.053749024868011475
A1_G,26,metal_plate/test/major_rust/000.png,1,clean_defect,32x32,37,166,0.019695595445403134,0.0007293596863746643,0.009511463344097137,0.018531620502471924,0.028519578278064728,0.04275763779878616,0.0,0.053749024868011475
A1_G,26,metal_plate/test/major_rust/000.png,1,boundary,32x32,37,37,0.012144556722125492,0.0005057811737060547,0.0035893619060516357,0.010932743549346924,0.01761564612388611,0.0310276329517364,0.0,0.04568886756896973
A1_G,27,metal_plate/test/major_rust/001.png,1,abnormal_normal,32x32,40,836,0.010108633973952116,0.00013428926467895508,0.0018585696816444397,0.005663737654685974,0.01403944194316864,0.03483026474714279,0.0,0.10293644666671753
A1_G,27,metal_plate/test/major_rust/001.png,1,defect,32x32,40,188,0.020133444127884318,0.0010610327124595637,0.00987476110458374,0.018063291907310486,0.028167299926280975,0.042390440404415135,0.0,0.0918954610824585
A1_G,27,metal_plate/test/major_rust/001.png,1,clean_defect,32x32,40,148,0.022220772867267195,0.002397698163986206,0.01187637448310852,0.020775899291038513,0.03063858300447464,0.04683660566806795,0.0,0.0918954610824585
A1_G,27,metal_plate/test/major_rust/001.png,1,boundary,32x32,40,40,0.012410327792167664,0.0,0.004632033407688141,0.011395931243896484,0.016718685626983643,0.03361067920923231,0.0,0.04193854331970215
A1_G,28,metal_plate/test/major_rust/002.png,1,abnormal_normal,32x32,26,892,0.011980395313068356,5.9196352958679205e-05,0.0024003982543945312,0.007272541522979736,0.017201587557792664,0.03841066062450408,0.0,0.11730197072029114
A1_G,28,metal_plate/test/major_rust/002.png,1,defect,32x32,26,132,0.017809922948028103,0.001419438421726227,0.008056119084358215,0.01620548963546753,0.023727409541606903,0.039571094512939414,0.0,0.10984933376312256
A1_G,28,metal_plate/test/major_rust/002.png,1,clean_defect,32x32,26,106,0.0191360335305052,0.0004399120807647705,0.009405747056007385,0.017729535698890686,0.026039764285087585,0.041972383856773376,0.0,0.10984933376312256
A1_G,28,metal_plate/test/major_rust/002.png,1,boundary,32x32,26,26,0.012403472111775326,0.004412271082401276,0.007251173257827759,0.009822949767112732,0.016692206263542175,0.025865279138088226,0.0017969012260437012,0.02891165018081665
A1_G,29,metal_plate/test/major_rust/003.png,1,abnormal_normal,32x32,28,882,0.010759765531470716,0.0,0.0019336417317390442,0.005979061126708984,0.016200490295886993,0.034133386611938474,0.0,0.1475251019001007
A1_G,29,metal_plate/test/major_rust/003.png,1,defect,32x32,28,142,0.0234164769800616,0.0035945266485214234,0.012291602790355682,0.023057445883750916,0.031670957803726196,0.044792334735393485,0.0,0.07011625170707703
A1_G,29,metal_plate/test/major_rust/003.png,1,clean_defect,32x32,28,114,0.025282152389225206,0.00699407160282135,0.01795893907546997,0.025663062930107117,0.03231923282146454,0.04288487285375593,0.0018294751644134521,0.07011625170707703
A1_G,29,metal_plate/test/major_rust/003.png,1,boundary,32x32,28,28,0.015820512814181193,0.0,0.0043959468603134155,0.0101090669631958,0.02709217369556427,0.04508643895387646,0.0,0.05961251258850098
A1_G,30,metal_plate/test/major_rust/004.png,1,abnormal_normal,32x32,51,772,0.010797809133875555,0.0,0.002300836145877838,0.006556600332260132,0.014898374676704407,0.037555046379566186,0.0,0.08123534917831421
A1_G,30,metal_plate/test/major_rust/004.png,1,defect,32x32,51,252,0.01716409091438566,0.0010020911693573,0.007222265005111694,0.014192968606948853,0.02305181324481964,0.040822044014930725,0.0,0.07905909419059753
A1_G,30,metal_plate/test/major_rust/004.png,1,clean_defect,32x32,51,201,0.018796664713627072,0.0011863410472869873,0.008107900619506836,0.016379058361053467,0.0252838134765625,0.045641303062438965,0.0,0.07905909419059753
A1_G,30,metal_plate/test/major_rust/004.png,1,boundary,32x32,51,51,0.010729829470316568,0.00020498037338256836,0.006023913621902466,0.00943899154663086,0.014719411730766296,0.0250251442193985,0.0,0.029996871948242188
A1_G,31,metal_plate/test/major_rust/005.png,1,abnormal_normal,32x32,55,757,0.01057337777617743,0.0,0.0017102360725402832,0.005874305963516235,0.015132755041122437,0.03667422533035276,0.0,0.1249716579914093
A1_G,31,metal_plate/test/major_rust/005.png,1,defect,32x32,55,267,0.017925274282805482,0.002395868301391602,0.009307771921157837,0.01567092537879944,0.025288596749305725,0.03917957544326782,0.0,0.060588330030441284
A1_G,31,metal_plate/test/major_rust/005.png,1,clean_defect,32x32,55,212,0.01963899973428474,0.0036378398537635806,0.010887689888477325,0.017824038863182068,0.026937037706375122,0.040034794807434076,0.0,0.060588330030441284
A1_G,31,metal_plate/test/major_rust/005.png,1,boundary,32x32,55,55,0.01131964163346724,0.0,0.0050823986530303955,0.009720861911773682,0.014590740203857422,0.028312820196151733,0.0,0.043840646743774414
A1_G,32,metal_plate/test/major_rust/006.png,1,abnormal_normal,32x32,28,905,0.010826063221989415,0.0,0.002097576856613159,0.006574392318725586,0.01619356870651245,0.03353404998779296,0.0,0.10716813802719116
A1_G,32,metal_plate/test/major_rust/006.png,1,defect,32x32,28,119,0.018155612364536573,0.0017349749803543093,0.009390652179718018,0.016720950603485107,0.026083603501319885,0.03791752159595489,0.0,0.06084856390953064
A1_G,32,metal_plate/test/major_rust/006.png,1,clean_defect,32x32,28,91,0.01864118530200078,0.0008367002010345459,0.010400503873825073,0.016720950603485107,0.026083603501319885,0.038703784346580505,0.0,0.06084856390953064
A1_G,32,metal_plate/test/major_rust/006.png,1,boundary,32x32,28,28,0.016577500317777907,0.0028384596109390257,0.007027469575405121,0.01683257520198822,0.022466406226158142,0.0346984788775444,0.0023156404495239258,0.03791463375091553
A1_G,33,metal_plate/test/major_rust/007.png,1,abnormal_normal,32x32,26,910,0.011175572151666159,0.0,0.002002805471420288,0.006664499640464783,0.016187496483325958,0.036310760676860794,0.0,0.12831726670265198
A1_G,33,metal_plate/test/major_rust/007.png,1,defect,32x32,26,114,0.02160599723196866,0.0049736350774765015,0.012542083859443665,0.019701525568962097,0.02823866903781891,0.0411983087658882,0.001660078763961792,0.06661149859428406
A1_G,33,metal_plate/test/major_rust/007.png,1,clean_defect,32x32,26,88,0.024081011387434872,0.006844116747379303,0.015735283493995667,0.022509485483169556,0.031227022409439087,0.04176524728536604,0.004673957824707031,0.06661149859428406
A1_G,33,metal_plate/test/major_rust/007.png,1,boundary,32x32,26,26,0.013229026244236873,0.00272175669670105,0.006725892424583435,0.01057194173336029,0.017849482595920563,0.02917378395795822,0.001660078763961792,0.05182701349258423
A1_G,34,metal_plate/test/major_rust/008.png,1,abnormal_normal,32x32,32,841,0.010897707393421713,0.0,0.002081751823425293,0.006861507892608643,0.015615016222000122,0.03733581304550171,0.0,0.07010200619697571
A1_G,34,metal_plate/test/major_rust/008.png,1,defect,32x32,32,183,0.022752695559152488,0.0021359920501708984,0.012441769242286682,0.02080097794532776,0.028601571917533875,0.055459189414978044,0.0,0.0777745246887207
