category,sample_id,label,image_score
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\000.png,1,0.5442123413085938
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\001.png,1,0.531744122505188
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\002.png,1,0.5466746091842651
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\003.png,1,0.5519648194313049
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\004.png,1,0.7353759407997131
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\005.png,1,0.46404290199279785
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\006.png,1,0.7036200165748596
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\007.png,1,0.4646652638912201
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\008.png,1,0.6106954216957092
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\009.png,1,0.5790196657180786
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\010.png,1,0.5364892482757568
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\011.png,1,0.3255314826965332
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\012.png,1,0.7646628618240356
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\013.png,1,0.4585737884044647
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\014.png,1,0.5990176796913147
mvtec_bottle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mvtec_s0_k1\bottle\test\broken_large\015.png,1,0.6220707893371582
