method,image_index,sample_id,image_label,region,diagnostic_level,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,bracket_black/test/good/000.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01134357086266391,0.00033840835094451905,0.003455646336078644,0.007869735360145569,0.015654221177101135,0.033519712090492225,0.0,0.08012673258781433
A1_G,1,bracket_black/test/good/001.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01254270679783076,0.0005942046642303469,0.003618970513343811,0.008639052510261536,0.018593378365039825,0.03731345534324644,0.0,0.09320789575576782
A1_G,2,bracket_black/test/good/002.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011693900567479432,0.0005348145961761475,0.003460824489593506,0.007985249161720276,0.015503056347370148,0.0358410760760307,0.0,0.09162521362304688
A1_G,3,bracket_black/test/good/003.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.012663638306548819,0.000790230929851532,0.0031891092658042908,0.008177608251571655,0.01740431785583496,0.041287323832511845,0.0,0.08953067660331726
A1_G,4,bracket_black/test/good/004.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01110636760131456,0.00012736469507217412,0.003009893000125885,0.007532879710197449,0.01581098884344101,0.03279780596494674,0.0,0.09035423398017883
A1_G,5,bracket_black/test/good/005.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011452301812823862,0.0005082339048385624,0.003170214593410492,0.00787404179573059,0.01579425483942032,0.034674018621444654,0.0,0.08269962668418884
A1_G,6,bracket_black/test/good/006.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.013620913086924702,0.000516742467880249,0.0036658719182014465,0.008861854672431946,0.018050380051136017,0.04221184849739074,0.0,0.11215731501579285
A1_G,7,bracket_black/test/good/007.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01363195141311735,0.0006807848811149598,0.0035367384552955627,0.008329764008522034,0.018360629677772522,0.04400760531425467,0.0,0.1024007499217987
A1_G,8,bracket_black/test/good/008.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011244481371250004,8.728802204132103e-05,0.00304519385099411,0.007705658674240112,0.015572212636470795,0.03463990688323973,0.0,0.07717910408973694
A1_G,9,bracket_black/test/good/009.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011291676491964608,0.0006123065948486329,0.0031018108129501343,0.007568374276161194,0.015661239624023438,0.0343025296926498,0.0,0.09267282485961914
A1_G,10,bracket_black/test/good/010.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011973002139711753,0.0,0.0024709701538085938,0.00760979950428009,0.016467779874801636,0.039181999862194,0.0,0.11287835240364075
A1_G,11,bracket_black/test/good/011.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.009593702183337882,0.0,0.0020951777696609497,0.006023526191711426,0.0125952810049057,0.03112350553274153,0.0,0.08498385548591614
A1_G,12,bracket_black/test/good/012.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.008301488240249455,0.0,0.0,0.0032188892364501953,0.011676907539367676,0.032683363556861876,0.0,0.09624722599983215
A1_G,13,bracket_black/test/good/013.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.013640699413372204,0.0007276728749275208,0.0034960508346557617,0.008732840418815613,0.01899539679288864,0.04319104254245756,0.0,0.12191930413246155
A1_G,14,bracket_black/test/good/014.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01079393902909942,0.0001983612775802613,0.002957768738269806,0.007364094257354736,0.015167467296123505,0.032679666578769674,0.0,0.07958272099494934
A1_G,15,bracket_black/test/good/015.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010933130426565185,0.0004724711179733277,0.0031022876501083374,0.007559821009635925,0.015186391770839691,0.032201126217842053,0.0,0.10669267177581787
