shot,contrast,contrast_group,metric,method,reference,point_delta,mean_delta,ci_low,ci_high,fraction_below_zero,n_replicates,also_listed_as
2,A1_lambda_0.25 - A1_J,additional_vs_A1_J,pixel_ap,A1_lambda_0.25,A1_J,0.005038541568701982,0.004872368552104017,0.0009553324377071764,0.00785551214096598,0.0,20,family_lambda
2,A1_lambda_0.50 - A1_J,additional_vs_A1_J,pixel_ap,A1_lambda_0.50,A1_J,0.0041701395073573955,0.004003535234504529,0.0011362921819137548,0.006245692622991803,0.0,20,family_lambda
2,A1_lambda_0.75 - A1_J,additional_vs_A1_J,pixel_ap,A1_lambda_0.75,A1_J,0.002036582302680834,0.0022062807436288383,0.0005559735284782818,0.003434479842256191,0.0,20,family_lambda
2,TRI_L - A1_J,additional_vs_A1_J,pixel_ap,TRI_L,A1_J,-0.0029637582843440313,-0.0020306910447123517,-0.009685512715753103,0.0110285300079013,0.6,20,
2,TRI_lambda_0.25 - A1_J,additional_vs_A1_J,pixel_ap,TRI_lambda_0.25,A1_J,-0.003486486277646972,-0.003309780614970287,-0.013724917914430895,0.009559841741857917,0.75,20,
2,TRI_lambda_0.50 - A1_J,additional_vs_A1_J,pixel_ap,TRI_lambda_0.50,A1_J,-0.005258933255878784,-0.005510986189781572,-0.01680202396722865,0.007569481200828943,0.8,20,
2,TRI_lambda_0.75 - A1_J,additional_vs_A1_J,pixel_ap,TRI_lambda_0.75,A1_J,-0.006568663446560152,-0.007535561354917236,-0.018801215920981017,0.005313890946088928,0.85,20,
2,BAL_L - A1_J,additional_vs_A1_J,pixel_ap,BAL_L,A1_J,0.002973700513119626,0.0019294331781720213,-0.006898448084903889,0.014637586805836836,0.3,20,
2,BAL_lambda_0.25 - A1_J,additional_vs_A1_J,pixel_ap,BAL_lambda_0.25,A1_J,0.0021553774279347016,0.0008933305317847279,-0.007544478292889606,0.012499316588114023,0.4,20,
2,BAL_lambda_0.50 - A1_J,additional_vs_A1_J,pixel_ap,BAL_lambda_0.50,A1_J,0.00034452778799654027,-0.0013633388778187844,-0.010646639923641394,0.009727070305943147,0.6,20,
2,BAL_lambda_0.75 - A1_J,additional_vs_A1_J,pixel_ap,BAL_lambda_0.75,A1_J,-0.002845186141515299,-0.005212439405748911,-0.017251687478087606,0.005449026039511319,0.85,20,
2,B - A1_J,primary_vs_A1_J,image_auroc,B,A1_J,-0.037206313168449356,-0.03477743652111083,-0.04889147778815991,-0.017802590823846665,1.0,20,
2,S - A1_J,primary_vs_A1_J,image_auroc,S,A1_J,-0.043813420511194856,-0.04347790620704336,-0.06540926567090859,-0.016413863786444292,1.0,20,
2,C - A1_J,primary_vs_A1_J,image_auroc,C,A1_J,-0.018310474165550983,-0.021014541463692388,-0.05332533901943705,0.022800551245990015,0.9,20,
2,TRI_J - A1_J,primary_vs_A1_J,image_auroc,TRI_J,A1_J,-0.009997480263403635,-0.010791224099560187,-0.029676547191555748,0.0037566597189726252,0.75,20,
2,BAL_J - A1_J,primary_vs_A1_J,image_auroc,BAL_J,A1_J,-0.0007424493058367787,-0.003188849903287472,-0.023571462015433794,0.01427368383568364,0.65,20,
2,DUP_J - A1_J,primary_vs_A1_J,image_auroc,DUP_J,A1_J,-0.013998306265270322,-0.01600922265046361,-0.028688648471384935,-0.004716195238835978,1.0,20,
2,DUP_BAL_J - A1_J,primary_vs_A1_J,image_auroc,DUP_BAL_J,A1_J,0.0,0.0,0.0,0.0,0.0,20,
2,DUP_EXPECTED_J - A1_J,primary_vs_A1_J,image_auroc,DUP_EXPECTED_J,A1_J,-0.013998306265270322,-0.01600922265046361,-0.028688648471384935,-0.004716195238835978,1.0,20,
2,A1_L - A1_J,family_lambda,image_auroc,A1_L,A1_J,-0.004658519042633702,-0.005907275247535049,-0.013087606018391382,0.003834649017174335,0.8,20,additional_vs_A1_J
2,A1_lambda_0.25 - A1_J,family_lambda,image_auroc,A1_lambda_0.25,A1_J,-0.005107549170984438,-0.005393095384819557,-0.010398240496660022,0.0023332548759986914,0.85,20,additional_vs_A1_J
2,A1_lambda_0.50 - A1_J,family_lambda,image_auroc,A1_lambda_0.50,A1_J,-0.0050937474759030765,-0.004838091735864897,-0.011192639703557505,0.0012353914022073108,0.9,20,additional_vs_A1_J
2,A1_lambda_0.75 - A1_J,family_lambda,image_auroc,A1_lambda_0.75,A1_J,-0.002015816919602842,-0.002210983928130056,-0.008485139470816475,0.003451590988456302,0.8,20,additional_vs_A1_J
2,TRI_L - TRI_J,family_lambda,image_auroc,TRI_L,TRI_J,0.0004997085114555322,-0.00015688046431102664,-0.009230950144333306,0.005893537804875967,0.5,20,
2,TRI_lambda_0.25 - TRI_J,family_lambda,image_auroc,TRI_lambda_0.25,TRI_J,0.001086758746605243,-0.00021352012495843287,-0.009939521477927043,0.00518056044880119,0.55,20,
2,TRI_lambda_0.50 - TRI_J,family_lambda,image_auroc,TRI_lambda_0.50,TRI_J,0.002535201371518525,0.0015496696192707493,-0.00567152713165624,0.007337956326577711,0.2,20,
2,TRI_lambda_0.75 - TRI_J,family_lambda,image_auroc,TRI_lambda_0.75,TRI_J,0.0021759490698245454,0.00201597219327887,-0.0010737602795658245,0.005625695822509335,0.2,20,
2,BAL_L - BAL_J,family_lambda,image_auroc,BAL_L,BAL_J,-0.0021081141091209288,-0.001140222618285691,-0.008353377596918848,0.012660533634412599,0.75,20,
2,BAL_lambda_0.25 - BAL_J,family_lambda,image_auroc,BAL_lambda_0.25,BAL_J,-0.002454984535778526,-0.0006090734369978256,-0.006719520577144045,0.009367347161381543,0.6,20,
2,BAL_lambda_0.50 - BAL_J,family_lambda,image_auroc,BAL_lambda_0.50,BAL_J,0.0001927892847247703,0.0018293649610361452,-0.007204395240395558,0.011163734478273854,0.3,20,
2,BAL_lambda_0.75 - BAL_J,family_lambda,image_auroc,BAL_lambda_0.75,BAL_J,0.00214875294029937,0.0026657047781836474,-0.001124297547368261,0.007484551230478857,0.2,20,
2,A1_L - A1_J,additional_vs_A1_J,image_auroc,A1_L,A1_J,-0.004658519042633702,-0.005907275247535049,-0.013087606018391382,0.003834649017174335,0.8,20,family_lambda
2,A1_lambda_0.25 - A1_J,additional_vs_A1_J,image_auroc,A1_lambda_0.25,A1_J,-0.005107549170984438,-0.005393095384819557,-0.010398240496660022,0.0023332548759986914,0.85,20,family_lambda
2,A1_lambda_0.50 - A1_J,additional_vs_A1_J,image_auroc,A1_lambda_0.50,A1_J,-0.0050937474759030765,-0.004838091735864897,-0.011192639703557505,0.0012353914022073108,0.9,20,family_lambda
2,A1_lambda_0.75 - A1_J,additional_vs_A1_J,image_auroc,A1_lambda_0.75,A1_J,-0.002015816919602842,-0.002210983928130056,-0.008485139470816475,0.003451590988456302,0.8,20,family_lambda
2,TRI_L - A1_J,additional_vs_A1_J,image_auroc,TRI_L,A1_J,-0.009497771751948103,-0.010948104563871214,-0.02973838927656943,0.0077716852399950615,0.9,20,
2,TRI_lambda_0.25 - A1_J,additional_vs_A1_J,image_auroc,TRI_lambda_0.25,A1_J,-0.008910721516798392,-0.01100474422451862,-0.02916835495201325,0.004978496075046705,0.85,20,
2,TRI_lambda_0.50 - A1_J,additional_vs_A1_J,image_auroc,TRI_lambda_0.50,A1_J,-0.00746227889188511,-0.009241554480289437,-0.026191578935777678,0.006329233984794182,0.8,20,
2,TRI_lambda_0.75 - A1_J,additional_vs_A1_J,image_auroc,TRI_lambda_0.75,A1_J,-0.00782153119357909,-0.008775251906281317,-0.02686852214647427,0.0070730987769519514,0.75,20,
2,BAL_L - A1_J,additional_vs_A1_J,image_auroc,BAL_L,A1_J,-0.0028505634149577075,-0.004329072521573163,-0.020920241249109305,0.010757014572495113,0.6,20,
2,BAL_lambda_0.25 - A1_J,additional_vs_A1_J,image_auroc,BAL_lambda_0.25,A1_J,-0.0031974338416153048,-0.0037979233402852973,-0.018445537422562032,0.009987310739628715,0.6,20,
2,BAL_lambda_0.50 - A1_J,additional_vs_A1_J,image_auroc,BAL_lambda_0.50,A1_J,-0.0005496600211120084,-0.0013594849422513267,-0.013648649830891776,0.011779841545506979,0.55,20,
2,BAL_lambda_0.75 - A1_J,additional_vs_A1_J,image_auroc,BAL_lambda_0.75,A1_J,0.0014063036344625912,-0.0005231451251038244,-0.017878764419742687,0.014012927405481556,0.55,20,
2,B - A1_J,primary_vs_A1_J,image_ap,B,A1_J,-0.044517924834691636,-0.03817722340043344,-0.06441776324327962,-0.023529564427750244,1.0,20,
2,S - A1_J,primary_vs_A1_J,image_ap,S,A1_J,-0.03781249545367937,-0.03708900225527377,-0.058018881498535096,-0.01060146370835304,1.0,20,
2,C - A1_J,primary_vs_A1_J,image_ap,C,A1_J,-0.006756195467194859,-0.011774984978796699,-0.04736857855565378,0.03415521793715035,0.6,20,
2,TRI_J - A1_J,primary_vs_A1_J,image_ap,TRI_J,A1_J,-0.01370331027824756,-0.014384068595344097,-0.03813919299237777,0.0066498043134251145,0.85,20,
2,BAL_J - A1_J,primary_vs_A1_J,image_ap,BAL_J,A1_J,-0.006367614559577572,-0.00988736492613379,-0.041901695173185406,0.010825197666828695,0.8,20,
2,DUP_J - A1_J,primary_vs_A1_J,image_ap,DUP_J,A1_J,-0.02549588946943726,-0.025024396906511724,-0.050757391846802925,-0.006411591463167163,1.0,20,
2,DUP_BAL_J - A1_J,primary_vs_A1_J,image_ap,DUP_BAL_J,A1_J,0.0,0.0,0.0,0.0,0.0,20,
2,DUP_EXPECTED_J - A1_J,primary_vs_A1_J,image_ap,DUP_EXPECTED_J,A1_J,-0.02549588946943726,-0.025024396906511724,-0.050757391846802925,-0.006411591463167163,1.0,20,
2,A1_L - A1_J,family_lambda,image_ap,A1_L,A1_J,-0.003943961740843105,-0.002652167354993801,-0.01864700166144468,0.014486030968583186,0.6,20,additional_vs_A1_J
2,A1_lambda_0.25 - A1_J,family_lambda,image_ap,A1_lambda_0.25,A1_J,-0.0049497780675531455,-0.003296531609903952,-0.015634376835044893,0.010208532100048509,0.8,20,additional_vs_A1_J
2,A1_lambda_0.50 - A1_J,family_lambda,image_ap,A1_lambda_0.50,A1_J,-0.006798181494929834,-0.006031668645293397,-0.020471991866073038,0.00113867585256749,0.95,20,additional_vs_A1_J
2,A1_lambda_0.75 - A1_J,family_lambda,image_ap,A1_lambda_0.75,A1_J,-0.004658069624665417,-0.0045289630697063765,-0.017497786114552005,0.002079603923701878,0.85,20,additional_vs_A1_J
2,TRI_L - TRI_J,family_lambda,image_ap,TRI_L,TRI_J,0.0008615848013752148,-0.00030390139919267976,-0.012239127659523147,0.011182921844654265,0.55,20,
2,TRI_lambda_0.25 - TRI_J,family_lambda,image_ap,TRI_lambda_0.25,TRI_J,0.0004616369762689976,-0.0015993342614446294,-0.013332092508195628,0.009398693361373356,0.6,20,
2,TRI_lambda_0.50 - TRI_J,family_lambda,image_ap,TRI_lambda_0.50,TRI_J,0.0015711850988908704,0.0001674977638156161,-0.010476409130679178,0.008608817863401026,0.45,20,
2,TRI_lambda_0.75 - TRI_J,family_lambda,image_ap,TRI_lambda_0.75,TRI_J,0.0030649553190040812,0.0031776311064747377,-0.0016398360938864626,0.01243816298211281,0.35,20,
2,BAL_L - BAL_J,family_lambda,image_ap,BAL_L,BAL_J,-0.0006335332670710514,0.0017350550743363224,-0.0076181614439479435,0.028197612100013505,0.65,20,
2,BAL_lambda_0.25 - BAL_J,family_lambda,image_ap,BAL_lambda_0.25,BAL_J,-0.0014254906455969385,0.0013940336205697013,-0.005014203850120641,0.022442222198300266,0.6,20,
2,BAL_lambda_0.50 - BAL_J,family_lambda,image_ap,BAL_lambda_0.50,BAL_J,0.002035744744964485,0.003487395006713362,-0.00396306521269558,0.015990974419450615,0.3,20,
2,BAL_lambda_0.75 - BAL_J,family_lambda,image_ap,BAL_lambda_0.75,BAL_J,0.002116257836823454,0.002326613976308356,-0.002591947393757127,0.006904338068398581,0.15,20,
2,A1_L - A1_J,additional_vs_A1_J,image_ap,A1_L,A1_J,-0.003943961740843105,-0.002652167354993801,-0.01864700166144468,0.014486030968583186,0.6,20,family_lambda
2,A1_lambda_0.25 - A1_J,additional_vs_A1_J,image_ap,A1_lambda_0.25,A1_J,-0.0049497780675531455,-0.003296531609903952,-0.015634376835044893,0.010208532100048509,0.8,20,family_lambda
2,A1_lambda_0.50 - A1_J,additional_vs_A1_J,image_ap,A1_lambda_0.50,A1_J,-0.006798181494929834,-0.006031668645293397,-0.020471991866073038,0.00113867585256749,0.95,20,family_lambda
2,A1_lambda_0.75 - A1_J,additional_vs_A1_J,image_ap,A1_lambda_0.75,A1_J,-0.004658069624665417,-0.0045289630697063765,-0.017497786114552005,0.002079603923701878,0.85,20,family_lambda
2,TRI_L - A1_J,additional_vs_A1_J,image_ap,TRI_L,A1_J,-0.012841725476872345,-0.014687969994536776,-0.04123358414033843,0.003637992700713126,0.9,20,
2,TRI_lambda_0.25 - A1_J,additional_vs_A1_J,image_ap,TRI_lambda_0.25,A1_J,-0.013241673301978563,-0.015983402856788724,-0.042860133680411285,0.0034741994996082166,0.95,20,
2,TRI_lambda_0.50 - A1_J,additional_vs_A1_J,image_ap,TRI_lambda_0.50,A1_J,-0.01213212517935669,-0.01421657083152848,-0.0420325785038077,0.007651110394113638,0.9,20,
2,TRI_lambda_0.75 - A1_J,additional_vs_A1_J,image_ap,TRI_lambda_0.75,A1_J,-0.010638354959243479,-0.011206437488869358,-0.03577546611113003,0.011595194328933262,0.85,20,
2,BAL_L - A1_J,additional_vs_A1_J,image_ap,BAL_L,A1_J,-0.007001147826648624,-0.008152309851797468,-0.02722952522335726,0.007179737381817629,0.7,20,
2,BAL_lambda_0.25 - A1_J,additional_vs_A1_J,image_ap,BAL_lambda_0.25,A1_J,-0.007793105205174511,-0.00849333130556409,-0.026487811354665308,0.00877515580609459,0.8,20,
2,BAL_lambda_0.50 - A1_J,additional_vs_A1_J,image_ap,BAL_lambda_0.50,A1_J,-0.004331869814613087,-0.006399969919420429,-0.028127435984292945,0.011421664710493766,0.7,20,
2,BAL_lambda_0.75 - A1_J,additional_vs_A1_J,image_ap,BAL_lambda_0.75,A1_J,-0.004251356722754118,-0.007560750949825434,-0.03854238569996667,0.01219841469239363,0.75,20,
4,B - A1_J,primary_vs_A1_J,pixel_auroc,B,A1_J,-0.008964763657227426,-0.008770519558987505,-0.010905803644805947,-0.007013494830681114,1.0,20,
4,S - A1_J,primary_vs_A1_J,pixel_auroc,S,A1_J,1.2034416147721494e-05,-0.00038440184933144494,-0.0038436407503856934,0.0027246442056413794,0.5,20,
4,C - A1_J,primary_vs_A1_J,pixel_auroc,C,A1_J,-0.0004627195269376605,-0.0009472019391988384,-0.00470924146050114,0.0025353819028708165,0.75,20,
4,TRI_J - A1_J,primary_vs_A1_J,pixel_auroc,TRI_J,A1_J,0.00042551368013354907,0.00032740077432798497,-0.0009475351189989489,0.0013351673229701872,0.35,20,
4,BAL_J - A1_J,primary_vs_A1_J,pixel_auroc,BAL_J,A1_J,0.002420343992101892,0.002269500838497729,0.0008224242832872653,0.0033073804640803613,0.0,20,
4,DUP_J - A1_J,primary_vs_A1_J,pixel_auroc,DUP_J,A1_J,-0.003037471476794229,-0.002935017930076478,-0.0038020950632686318,-0.002121837467992552,1.0,20,
4,DUP_BAL_J - A1_J,primary_vs_A1_J,pixel_auroc,DUP_BAL_J,A1_J,0.0,0.0,0.0,0.0,0.0,20,
4,DUP_EXPECTED_J - A1_J,primary_vs_A1_J,pixel_auroc,DUP_EXPECTED_J,A1_J,-0.003037471476794229,-0.002935017930076478,-0.0038020950632686318,-0.002121837467992552,1.0,20,
4,A1_L - A1_J,family_lambda,pixel_auroc,A1_L,A1_J,0.0033238756630443733,0.003386877684244155,0.00264742960603844,0.0042465196359841055,0.0,20,additional_vs_A1_J
4,A1_lambda_0.25 - A1_J,family_lambda,pixel_auroc,A1_lambda_0.25,A1_J,0.002757332793150713,0.002810468866531557,0.0022265625535154597,0.0034692693013314763,0.0,20,additional_vs_A1_J
4,A1_lambda_0.50 - A1_J,family_lambda,pixel_auroc,A1_lambda_0.50,A1_J,0.002003666818079619,0.002042160565825102,0.0016371033481474757,0.0024898699746599196,0.0,20,additional_vs_A1_J
4,A1_lambda_0.75 - A1_J,family_lambda,pixel_auroc,A1_lambda_0.75,A1_J,0.001075839185076477,0.0010963675725543577,0.0008870234884921808,0.001324972643375119,0.0,20,additional_vs_A1_J
4,TRI_L - TRI_J,family_lambda,pixel_auroc,TRI_L,TRI_J,0.004380190452069832,0.004425766418576787,0.0035701632328469872,0.005220217721790065,0.0,20,
4,TRI_lambda_0.25 - TRI_J,family_lambda,pixel_auroc,TRI_lambda_0.25,TRI_J,0.0035698194790864113,0.003607843979846642,0.002923136808150975,0.004212431170833334,0.0,20,
4,TRI_lambda_0.50 - TRI_J,family_lambda,pixel_auroc,TRI_lambda_0.50,TRI_J,0.0025555136329415973,0.0025842954041491338,0.0020990123573178337,0.0029885777676514126,0.0,20,
4,TRI_lambda_0.75 - TRI_J,family_lambda,pixel_auroc,TRI_lambda_0.75,TRI_J,0.0013569092729336374,0.0013724226670768335,0.0011189432122435978,0.0015717639390690403,0.0,20,
4,BAL_L - BAL_J,family_lambda,pixel_auroc,BAL_L,BAL_J,0.004624057605170484,0.004669600291111226,0.0037577881996865682,0.0055623391288794335,0.0,20,
4,BAL_lambda_0.25 - BAL_J,family_lambda,pixel_auroc,BAL_lambda_0.25,BAL_J,0.003802908598064203,0.003841097113919517,0.0030984796146485806,0.004516125234115739,0.0,20,
4,BAL_lambda_0.50 - BAL_J,family_lambda,pixel_auroc,BAL_lambda_0.50,BAL_J,0.0027359113932291512,0.002765370465492206,0.0022404531462356216,0.003213851625084052,0.0,20,
4,BAL_lambda_0.75 - BAL_J,family_lambda,pixel_auroc,BAL_lambda_0.75,BAL_J,0.0014594491645217866,0.001475312907728127,0.0012000422989073307,0.0016982087738263512,0.0,20,
4,A1_L - A1_J,additional_vs_A1_J,pixel_auroc,A1_L,A1_J,0.0033238756630443733,0.003386877684244155,0.00264742960603844,0.0042465196359841055,0.0,20,family_lambda
4,A1_lambda_0.25 - A1_J,additional_vs_A1_J,pixel_auroc,A1_lambda_0.25,A1_J,0.002757332793150713,0.002810468866531557,0.0022265625535154597,0.0034692693013314763,0.0,20,family_lambda
4,A1_lambda_0.50 - A1_J,additional_vs_A1_J,pixel_auroc,A1_lambda_0.50,A1_J,0.002003666818079619,0.002042160565825102,0.0016371033481474757,0.0024898699746599196,0.0,20,family_lambda
4,A1_lambda_0.75 - A1_J,additional_vs_A1_J,pixel_auroc,A1_lambda_0.75,A1_J,0.001075839185076477,0.0010963675725543577,0.0008870234884921808,0.001324972643375119,0.0,20,family_lambda
4,TRI_L - A1_J,additional_vs_A1_J,pixel_auroc,TRI_L,A1_J,0.004805704132203381,0.004753167192904773,0.0029877182575279186,0.006279303323967006,0.0,20,
4,TRI_lambda_0.25 - A1_J,additional_vs_A1_J,pixel_auroc,TRI_lambda_0.25,A1_J,0.00399533315921996,0.003935244754174627,0.0023375322587118772,0.005308507378219748,0.0,20,
4,TRI_lambda_0.50 - A1_J,additional_vs_A1_J,pixel_auroc,TRI_lambda_0.50,A1_J,0.0029810273130751463,0.002911696178477119,0.0015012177527044062,0.004161877611576336,0.0,20,
