method,image_index,sample_id,image_label,region,grid,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,bracket_black/test/good/000.png,0,normal_image,32x32,0,1024,0.0112801416835282,0.0,0.0022104158997535706,0.006816968321800232,0.016512028872966766,0.035675060749053945,0.0,0.180174320936203
A1_G,1,bracket_black/test/good/001.png,0,normal_image,32x32,0,1024,0.012468229600926861,0.0,0.0017947182059288025,0.007101193070411682,0.020021475851535797,0.04211422502994536,0.0,0.07777637243270874
A1_G,2,bracket_black/test/good/002.png,0,normal_image,32x32,0,1024,0.009964024793589488,0.0,0.0013303980231285095,0.00601544976234436,0.014588363468647003,0.033318111300468446,0.0,0.10166805982589722
A1_G,3,bracket_black/test/good/003.png,0,normal_image,32x32,0,1024,0.007287080283276737,0.0,0.0,0.0013144463300704956,0.009106084704399109,0.032528434693813314,0.0,0.1429162621498108
A1_G,4,bracket_black/test/good/004.png,0,normal_image,32x32,0,1024,0.00923043763032183,0.0,0.00032433122396469116,0.004673302173614502,0.013791784644126892,0.0316236242651939,0.0,0.09307444095611572
A1_G,5,bracket_black/test/good/005.png,0,normal_image,32x32,0,1024,0.008297995140310377,0.0,0.00014612823724746704,0.003498747944831848,0.011770367622375488,0.02955611497163772,0.0,0.11039853096008301
A1_G,6,bracket_black/test/good/006.png,0,normal_image,32x32,0,1024,0.012127017573220655,0.0,0.0017402097582817078,0.007386356592178345,0.019379429519176483,0.03865486681461333,0.0,0.10742640495300293
A1_G,7,bracket_black/test/good/007.png,0,normal_image,32x32,0,1024,0.01350306801032275,0.0003001779317855836,0.0034934058785438538,0.00970621407032013,0.02053578943014145,0.03837582021951675,0.0,0.09993299841880798
A1_G,8,bracket_black/test/good/008.png,0,normal_image,32x32,0,1024,0.0113871953508351,9.860098361969008e-06,0.0025273263454437256,0.00768376886844635,0.016531087458133698,0.03301340043544769,0.0,0.08946347236633301
A1_G,9,bracket_black/test/good/009.png,0,normal_image,32x32,0,1024,0.011135819600895047,0.0,0.0020972341299057007,0.007338345050811768,0.01636425405740738,0.03439603596925733,0.0,0.0929139256477356
A1_G,10,bracket_black/test/good/010.png,0,normal_image,32x32,0,1024,0.01272442372282967,0.0,0.0026317089796066284,0.009013518691062927,0.018265508115291595,0.039465513825416555,0.0,0.0862547755241394
A1_G,11,bracket_black/test/good/011.png,0,normal_image,32x32,0,1024,0.011756027030060068,0.0,0.0022399500012397766,0.007728070020675659,0.017397083342075348,0.0358779028058052,0.0,0.10077917575836182
A1_G,12,bracket_black/test/good/012.png,0,normal_image,32x32,0,1024,0.012861788331065327,4.785507917404182e-05,0.0032054558396339417,0.00990457832813263,0.018449515104293823,0.03592985719442366,0.0,0.07075941562652588
A1_G,13,bracket_black/test/good/013.png,0,normal_image,32x32,0,1024,0.014409087249077857,0.0003469139337539673,0.0035744011402130127,0.01115119457244873,0.021308250725269318,0.0381249114871025,0.0,0.11373654007911682
A1_G,14,bracket_black/test/good/014.png,0,normal_image,32x32,0,1024,0.011122523719677702,0.0001042097806930543,0.002984851598739624,0.007716938853263855,0.015619650483131409,0.03223733901977538,0.0,0.07572075724601746
A1_G,15,bracket_black/test/good/015.png,0,normal_image,32x32,0,1024,0.01142087220796384,0.00018931627273559572,0.003424637019634247,0.008421987295150757,0.01624336838722229,0.0311012178659439,0.0,0.09290090203285217
A1_G,16,bracket_black/test/good/016.png,0,normal_image,32x32,0,1024,0.011526349378982559,0.0,0.002651505172252655,0.008151143789291382,0.01651740074157715,0.03669905513525005,0.0,0.08328202366828918
