method,image_index,sample_id,image_label,region,diagnostic_level,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,connector/test/good/000.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011465960764326155,0.00030157715082168595,0.0032680928707122803,0.00822480022907257,0.015672892332077026,0.03361880183219905,0.0,0.08345657587051392
A1_G,1,connector/test/good/001.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.011770111188525334,0.00022308081388473512,0.003150850534439087,0.007693931460380554,0.016441218554973602,0.0358526051044464,0.0,0.08689430356025696
A1_G,2,connector/test/good/002.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010535698238527402,0.0001940265297889711,0.0029269158840179443,0.007407426834106445,0.014385104179382324,0.03170796632766724,0.0,0.07894432544708252
A1_G,3,connector/test/good/003.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010895112965954468,0.00030449032783508306,0.0031114891171455383,0.007991626858711243,0.015336945652961731,0.03210300952196121,0.0,0.08437681198120117
A1_G,4,connector/test/good/004.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010446488478919491,0.00018785446882247929,0.0028413310647010803,0.00757068395614624,0.014720864593982697,0.029366828501224428,0.0,0.12212866544723511
A1_G,5,connector/test/good/005.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.010999895021086559,0.00014090240001678468,0.002808116376399994,0.007265836000442505,0.015152297914028168,0.03582784980535507,0.0,0.0736415684223175
A1_G,6,connector/test/good/006.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.01012295309919864,0.000280269980430603,0.002377063035964966,0.006809711456298828,0.014620617032051086,0.03027741909027098,0.0,0.07112425565719604
A1_G,7,connector/test/good/007.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.009686315956059843,4.783272743225279e-07,0.002340272068977356,0.006731569766998291,0.013536043465137482,0.029852098226547236,0.0,0.06711152195930481
A1_G,8,connector/test/good/008.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.009788746916456148,0.0,0.002152159810066223,0.006696790456771851,0.013802669942378998,0.031045442819595325,0.0,0.07254862785339355
A1_G,9,connector/test/good/009.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.009055726608494297,0.0,0.0016381889581680298,0.005971074104309082,0.013213761150836945,0.029142493009567262,0.0,0.07216176390647888
A1_G,10,connector/test/good/010.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.00809615312027745,0.0,0.0007434338331222534,0.004115685820579529,0.01128832995891571,0.029672624170780156,0.0,0.08092865347862244
A1_G,11,connector/test/good/011.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.007913620764156803,0.0,0.00037223100662231445,0.003606364130973816,0.01145169883966446,0.02781630456447599,0.0,0.08891868591308594
A1_G,12,connector/test/good/012.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.008082336018560454,0.0,0.0004946961998939514,0.0030976831912994385,0.010882742702960968,0.029244773089885698,0.0,0.11490491032600403
A1_G,13,connector/test/good/013.png,0,normal_image,32x32 patch diagnostic from pooled 448x448 masks; not a full-pixel measurement,0,1024,0.008151236950652674,0.0,0.0006080344319343567,0.004101604223251343,0.010646991431713104,0.030600197613239247,0.0,0.11067524552345276
