method,image_index,sample_id,image_label,region,grid,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,03/test/ko/0000.bmp,1,abnormal_normal,32x42,13,1306,0.008935044908961695,0.0,0.0007264763116836548,0.0064508914947509766,0.013689704239368439,0.028069645166397095,0.0,0.061538368463516235
A1_G,0,03/test/ko/0000.bmp,1,defect,32x42,13,38,0.010490883337823968,0.0006827980279922486,0.005384206771850586,0.00998350977897644,0.01572335511445999,0.022901998460292814,0.0,0.02652662992477417
A1_G,0,03/test/ko/0000.bmp,1,clean_defect,32x42,13,25,0.010578702688217163,0.0017446815967559815,0.0053813159465789795,0.009500771760940552,0.015373706817626953,0.023345160484313964,0.0008032917976379395,0.02652662992477417
A1_G,0,03/test/ko/0000.bmp,1,boundary,32x42,13,13,0.010321999971683208,0.0,0.006846189498901367,0.010884225368499756,0.016736507415771484,0.019443863630294794,0.0,0.021667808294296265
A1_G,1,03/test/ko/0001.bmp,1,abnormal_normal,32x42,23,1293,0.008408817434532184,0.0,0.0006122887134552002,0.005802452564239502,0.013249695301055908,0.02618199586868284,0.0,0.059762001037597656
A1_G,1,03/test/ko/0001.bmp,1,defect,32x42,23,51,0.015875723432092106,0.001558735966682434,0.010825827717781067,0.01479676365852356,0.02055080235004425,0.031401365995407104,0.0,0.040372252464294434
A1_G,1,03/test/ko/0001.bmp,1,clean_defect,32x42,23,28,0.013994629893984114,0.001475240290164948,0.01103615015745163,0.014632642269134521,0.01770654320716858,0.023415207862854,0.0,0.028529345989227295
A1_G,1,03/test/ko/0001.bmp,1,boundary,32x42,23,23,0.01816575034804966,0.0035039097070693973,0.010825827717781067,0.014855802059173584,0.0238044410943985,0.03604752719402313,0.0,0.040372252464294434
A1_G,2,03/test/ko/0002.bmp,1,abnormal_normal,32x42,28,1289,0.0088389868695575,0.0,0.0011872649192810059,0.006565660238265991,0.013987094163894653,0.025391334295272815,0.0,0.06659677624702454
A1_G,2,03/test/ko/0002.bmp,1,defect,32x42,28,55,0.01186558495868336,0.0003244400024414063,0.0044645220041275024,0.011409133672714233,0.01686912775039673,0.0287029355764389,0.0,0.03232622146606445
A1_G,2,03/test/ko/0002.bmp,1,clean_defect,32x42,28,27,0.01140241159333123,0.00013904571533203126,0.0038505643606185913,0.009516149759292603,0.016903042793273926,0.026783350110054012,0.0,0.030606597661972046
A1_G,2,03/test/ko/0002.bmp,1,boundary,32x42,28,28,0.012312216418130057,0.00273347944021225,0.005101390182971954,0.011436626315116882,0.015924669802188873,0.028318633139133447,0.0,0.03232622146606445
A1_G,3,03/test/ko/0003.bmp,1,abnormal_normal,32x42,20,1285,0.008491195778902403,0.0,0.0009058713912963867,0.005549579858779907,0.01306825876235962,0.026343053579330436,0.0,0.06216156482696533
A1_G,3,03/test/ko/0003.bmp,1,defect,32x42,20,59,0.014464817309783677,0.0020490974187850953,0.007541745901107788,0.013703137636184692,0.019727274775505066,0.02940623164176941,0.0008574128150939941,0.0472833514213562
A1_G,3,03/test/ko/0003.bmp,1,clean_defect,32x42,20,39,0.013923907891297951,0.0020490974187850953,0.008349433541297913,0.013939201831817627,0.018724247813224792,0.02574069797992707,0.0013158023357391357,0.036859750747680664
