category,sample_id,label,image_score
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\000.png,0,0.34594568610191345
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\001.png,0,0.7045034766197205
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\002.png,0,0.4750750958919525
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\003.png,0,0.36982816457748413
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\004.png,0,0.5465628504753113
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\005.png,0,0.6763134002685547
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\006.png,0,0.9143113493919373
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\007.png,0,0.752286434173584
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\008.png,0,0.31895554065704346
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\009.png,0,0.6818068027496338
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\010.png,0,0.8831073045730591
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\011.png,0,0.25426793098449707
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\012.png,0,0.9941729307174683
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\013.png,0,0.8220352530479431
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\014.png,0,0.7491268515586853
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\015.png,0,0.5450035929679871
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\016.png,0,0.6829695105552673
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s0_k1\bracket_black\test\good\017.png,0,0.6474207043647766
