category,sample_id,label,image_score
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\000.png,0,0.3189091980457306
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\001.png,0,0.5413395166397095
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\002.png,0,0.18999582529067993
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\003.png,0,0.46949735283851624
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\004.png,0,0.048166513442993164
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\005.png,0,0.6424040794372559
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\006.png,0,0.5674170851707458
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\007.png,0,0.46820068359375
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\008.png,0,0.4421067237854004
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\009.png,0,0.34359318017959595
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\010.png,0,0.5937843322753906
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\011.png,0,0.4776758849620819
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\012.png,0,0.7904655337333679
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\013.png,0,0.44380441308021545
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\014.png,0,1.0
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\015.png,0,0.2735442817211151
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\016.png,0,0.9178083539009094
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\017.png,0,0.45011311769485474
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\018.png,0,0.42299965023994446
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\019.png,0,0.0916593074798584
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\020.png,0,0.6832161545753479
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\021.png,0,0.40382593870162964
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\022.png,0,0.026658231392502785
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\023.png,0,0.412939190864563
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\024.png,0,0.43974292278289795
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\025.png,0,0.6919599175453186
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\026.png,0,0.45238396525382996
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\027.png,0,0.33772721886634827
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\028.png,0,0.46647176146507263
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\029.png,0,0.0
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\030.png,0,0.010123204439878464
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\good\031.png,0,0.35178351402282715
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\hole\000.png,1,0.493259072303772
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\hole\001.png,1,0.5490493774414062
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\hole\002.png,1,0.7052775025367737
mvtec_bracket_black,D:\STUDY\My_github\sci_project\data\patchcore_closeout\mpdd_s1_k1\bracket_black\test\hole\003.png,1,0.6460773944854736
