method,image_index,sample_id,image_label,region,grid,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,tile/test/crack/000.png,1,abnormal_normal,32x32,60,939,0.010626154268384615,0.0016087353229522706,0.005185678601264954,0.009353816509246826,0.014525949954986572,0.024128898978233334,0.0,0.049020588397979736
A1_G,0,tile/test/crack/000.png,1,defect,32x32,60,85,0.016370394650627586,0.006143397092819214,0.012266218662261963,0.015728294849395752,0.019669830799102783,0.027367579936981197,0.001837402582168579,0.04425245523452759
A1_G,0,tile/test/crack/000.png,1,clean_defect,32x32,60,25,0.017126258611679077,0.009159338474273682,0.013856858015060425,0.017339468002319336,0.019669830799102783,0.027048486471176136,0.004898667335510254,0.028993457555770874
A1_G,0,tile/test/crack/000.png,1,boundary,32x32,60,60,0.016055451333522798,0.005881088972091675,0.012134268879890442,0.015346691012382507,0.01949933171272278,0.026232066750526424,0.001837402582168579,0.04425245523452759
A1_G,1,tile/test/crack/001.png,1,abnormal_normal,32x32,91,933,0.010420825735676839,0.0014708220958709719,0.00488707423210144,0.008924514055252075,0.01436161994934082,0.025626200437545772,0.0,0.046490371227264404
A1_G,1,tile/test/crack/001.png,1,defect,32x32,91,91,0.013911284915693514,0.0022247731685638428,0.008355200290679932,0.013243019580841064,0.01942114531993866,0.02726168930530548,0.0,0.03332105278968811
A1_G,1,tile/test/crack/001.png,1,clean_defect,32x32,91,0,,,,,,,,
A1_G,1,tile/test/crack/001.png,1,boundary,32x32,91,91,0.013911284915693514,0.0022247731685638428,0.008355200290679932,0.013243019580841064,0.01942114531993866,0.02726168930530548,0.0,0.03332105278968811
A1_G,2,tile/test/crack/002.png,1,abnormal_normal,32x32,76,926,0.011026184772569727,0.0018697455525398254,0.00510772317647934,0.009465813636779785,0.01486494392156601,0.02610042691230774,0.0,0.05017545819282532
A1_G,2,tile/test/crack/002.png,1,defect,32x32,76,98,0.013851620713058782,0.0030324533581733704,0.008952610194683075,0.012511134147644043,0.01889847218990326,0.025569292902946447,0.0001266002655029297,0.03634783625602722
A1_G,2,tile/test/crack/002.png,1,clean_defect,32x32,76,22,0.015601927583867853,0.003837881982326508,0.011098608374595642,0.015848591923713684,0.0198732390999794,0.023643065989017487,0.0030471384525299072,0.02806079387664795
A1_G,2,tile/test/crack/002.png,1,boundary,32x32,76,76,0.013344952934666685,0.0028401464223861694,0.008474491536617279,0.012274399399757385,0.018162719905376434,0.026427462697029114,0.0001266002655029297,0.03634783625602722
A1_G,3,tile/test/crack/003.png,1,abnormal_normal,32x32,64,938,0.010938305749313664,0.0018965423107147217,0.005475126206874847,0.009393170475959778,0.014746315777301788,0.024804133176803585,0.0,0.0564710795879364
A1_G,3,tile/test/crack/003.png,1,defect,32x32,64,86,0.016104591793792193,0.0065740421414375305,0.01110105961561203,0.014148667454719543,0.020565688610076904,0.027723848819732666,0.00269162654876709,0.04355508089065552
A1_G,3,tile/test/crack/003.png,1,clean_defect,32x32,64,22,0.017679772593758324,0.010030260682106018,0.010987631976604462,0.018285095691680908,0.02266167849302292,0.025970412790775298,0.009848803281784058,0.02836582064628601
A1_G,3,tile/test/crack/003.png,1,boundary,32x32,64,64,0.015563123393803835,0.006101717054843902,0.011158980429172516,0.013828843832015991,0.017834506928920746,0.02772631645202637,0.00269162654876709,0.04355508089065552
A1_G,4,tile/test/crack/004.png,1,abnormal_normal,32x32,35,987,0.01014510983754074,0.0017017751932144167,0.00480237603187561,0.008726656436920166,0.013652846217155457,0.022976690530776975,0.0,0.045605480670928955
A1_G,4,tile/test/crack/004.png,1,defect,32x32,35,37,0.015912090604369704,0.007581758499145508,0.01385575532913208,0.015497833490371704,0.01923227310180664,0.02392627000808715,0.004959851503372192,0.026849478483200073
A1_G,4,tile/test/crack/004.png,1,clean_defect,32x32,35,2,0.017214953899383545,0.009470772743225098,0.012912631034851074,0.017214953899383545,0.021517276763916016,0.02495913505554199,0.008610308170318604,0.025819599628448486
A1_G,4,tile/test/crack/004.png,1,boundary,32x32,35,35,0.015837641273226056,0.0074286282062530525,0.014185339212417603,0.015497833490371704,0.01899552345275879,0.022869083285331725,0.004959851503372192,0.026849478483200073
A1_G,5,tile/test/crack/005.png,1,abnormal_normal,32x32,19,990,0.010329447189966838,0.0014798775315284728,0.004783906042575836,0.008525699377059937,0.01415872573852539,0.02534171789884567,0.0,0.05656403303146362
A1_G,5,tile/test/crack/005.png,1,defect,32x32,19,34,0.014645211836870979,0.005080564320087433,0.011037245392799377,0.013905122876167297,0.017543978989124298,0.024647542834281916,0.0020690560340881348,0.03309738636016846
A1_G,5,tile/test/crack/005.png,1,clean_defect,32x32,19,15,0.014707467953364054,0.006305277347564697,0.011934086680412292,0.014262884855270386,0.017775937914848328,0.022935929894447326,0.0059452056884765625,0.023442387580871582
A1_G,5,tile/test/crack/005.png,1,boundary,32x32,19,19,0.014596062271218551,0.003731730580329895,0.010862484574317932,0.013547360897064209,0.017111152410507202,0.02658179104328154,0.0020690560340881348,0.03309738636016846
A1_G,6,tile/test/crack/006.png,1,abnormal_normal,32x32,68,925,0.010631177070978525,0.0021300137042999266,0.005912810564041138,0.009508669376373291,0.01406937837600708,0.022639572620391846,0.0,0.04399576783180237
A1_G,6,tile/test/crack/006.png,1,defect,32x32,68,99,0.01310308864622405,0.00288771390914917,0.009292185306549072,0.012306064367294312,0.01578100025653839,0.025299853086471542,0.0012105703353881836,0.03183296322822571
A1_G,6,tile/test/crack/006.png,1,clean_defect,32x32,68,31,0.011290684823066957,0.0014930814504623413,0.007184028625488281,0.011478334665298462,0.013861045241355896,0.023131102323532104,0.0012105703353881836,0.027815014123916626
A1_G,6,tile/test/crack/006.png,1,boundary,32x32,68,68,0.01392933156560449,0.006797528266906739,0.010204657912254333,0.012912124395370483,0.01662737876176834,0.026636119186878197,0.0019447803497314453,0.03183296322822571
A1_G,7,tile/test/crack/007.png,1,abnormal_normal,32x32,51,944,0.010081703190581274,0.0016394153237342835,0.005461759865283966,0.009291589260101318,0.013466708362102509,0.021618415415287015,0.0,0.036803096532821655
A1_G,7,tile/test/crack/007.png,1,defect,32x32,51,80,0.014463870599865914,0.005011454224586487,0.010057032108306885,0.01330515742301941,0.018593810498714447,0.02569053471088409,0.0014557838439941406,0.034562766551971436
A1_G,7,tile/test/crack/007.png,1,clean_defect,32x32,51,29,0.015434490195636091,0.008152472972869872,0.011144310235977173,0.014440476894378662,0.019855201244354248,0.02388677597045898,0.006898671388626099,0.0256078839302063
A1_G,7,tile/test/crack/007.png,1,boundary,32x32,51,51,0.013911949653251498,0.003810182213783264,0.008245706558227539,0.012796163558959961,0.017928317189216614,0.0298956036567688,0.0014557838439941406,0.034562766551971436
A1_G,8,tile/test/crack/008.png,1,abnormal_normal,32x32,59,952,0.011127522418729397,0.0014207214117050173,0.005485787987709045,0.009299159049987793,0.01489325612783432,0.02608520537614822,0.0,0.0583859384059906
A1_G,8,tile/test/crack/008.png,1,defect,32x32,59,72,0.013441289878553815,0.0037932485342025758,0.007784932851791382,0.012261584401130676,0.016717344522476196,0.025840507447719575,0.002971053123474121,0.03140118718147278
A1_G,8,tile/test/crack/008.png,1,clean_defect,32x32,59,13,0.013203451266655555,0.005672717094421387,0.008289813995361328,0.012969553470611572,0.016490846872329712,0.022708910703659053,0.002971053123474121,0.02448442578315735
A1_G,8,tile/test/crack/008.png,1,boundary,32x32,59,59,0.013493694996429701,0.003871959447860718,0.0076873451471328735,0.0122300386428833,0.01662890613079071,0.02617818415164946,0.003083169460296631,0.03140118718147278
A1_G,9,tile/test/crack/009.png,1,abnormal_normal,32x32,83,930,0.010725966544561488,0.0017055958509445191,0.005115576088428497,0.009321898221969604,0.014331161975860596,0.02519272565841673,0.0,0.05238756537437439
A1_G,9,tile/test/crack/009.png,1,defect,32x32,83,94,0.014376875884989475,0.004958893358707428,0.008929543197154999,0.014506086707115173,0.017797909677028656,0.02644837945699691,0.0,0.03639191389083862
A1_G,9,tile/test/crack/009.png,1,clean_defect,32x32,83,11,0.012792091478000988,0.007713764905929565,0.008714303374290466,0.0090598464012146,0.018416300415992737,0.021653518080711365,0.007484555244445801,0.021987497806549072
A1_G,9,tile/test/crack/009.png,1,boundary,32x32,83,83,0.014586907553385538,0.004804012179374695,0.009646326303482056,0.014846324920654297,0.017779722809791565,0.0272961527109146,0.0,0.03639191389083862
A1_G,10,tile/test/crack/010.png,1,abnormal_normal,32x32,80,923,0.010611819936808113,0.002124255895614624,0.005308955907821655,0.009082496166229248,0.01420852541923523,0.02336485981941223,0.0,0.05978703498840332
