category,sample_id,label,image_score
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\000.JPG,1,0.07426898926496506
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\001.JPG,1,0.22033770382404327
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\002.JPG,1,0.13131427764892578
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\003.JPG,1,0.13270165026187897
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\004.JPG,1,0.15962107479572296
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\005.JPG,1,0.14336568117141724
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\006.JPG,1,0.10414978861808777
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\007.JPG,1,0.19004115462303162
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\008.JPG,1,0.16552922129631042
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\009.JPG,1,0.2299291491508484
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\010.JPG,1,0.04366162046790123
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\011.JPG,1,0.06443379819393158
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\012.JPG,1,0.07791177183389664
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\013.JPG,1,0.13910724222660065
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\014.JPG,1,0.14935220777988434
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\015.JPG,1,0.14642004668712616
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\016.JPG,1,0.16392068564891815
mvtec_candle,D:\STUDY\My_github\sci_project\data\patchcore_closeout\visa_s0_k4\candle\test\bad\017.JPG,1,0.08390891551971436
