method,image_index,sample_id,label,image_max,pixel_ap
B,0,candle/Data/Images/Normal/0790.JPG,0,0.24033698439598083,
B,1,candle/Data/Images/Normal/0107.JPG,0,0.4906243085861206,
B,2,candle/Data/Images/Normal/0484.JPG,0,0.24269619584083557,
B,3,candle/Data/Images/Normal/0690.JPG,0,0.26494431495666504,
B,4,candle/Data/Images/Normal/0303.JPG,0,0.2585459351539612,
B,5,candle/Data/Images/Normal/0237.JPG,0,0.23770171403884888,
B,6,candle/Data/Images/Normal/0394.JPG,0,0.346152663230896,
B,7,candle/Data/Images/Normal/0214.JPG,0,0.3323207497596741,
B,8,candle/Data/Images/Normal/0985.JPG,0,0.23210497200489044,
B,9,candle/Data/Images/Normal/0657.JPG,0,0.2608823776245117,
B,10,candle/Data/Images/Normal/0377.JPG,0,0.31522446870803833,
B,11,candle/Data/Images/Normal/0659.JPG,0,0.22750334441661835,
B,12,candle/Data/Images/Normal/0514.JPG,0,0.28634098172187805,
B,13,candle/Data/Images/Normal/0617.JPG,0,0.4419313073158264,
B,14,candle/Data/Images/Normal/0725.JPG,0,0.334228515625,
B,15,candle/Data/Images/Normal/0172.JPG,0,0.2659817636013031,
B,16,candle/Data/Images/Normal/0996.JPG,0,0.32891589403152466,
B,17,candle/Data/Images/Normal/0483.JPG,0,0.2539356052875519,
B,18,candle/Data/Images/Normal/0654.JPG,0,0.26981258392333984,
B,19,candle/Data/Images/Normal/0400.JPG,0,0.2903846204280853,
B,20,candle/Data/Images/Normal/0469.JPG,0,0.2252630889415741,
B,21,candle/Data/Images/Normal/0525.JPG,0,0.2644541263580322,
B,22,candle/Data/Images/Normal/0170.JPG,0,0.28318390250205994,
B,23,candle/Data/Images/Normal/0631.JPG,0,0.25506579875946045,
B,24,candle/Data/Images/Normal/0685.JPG,0,0.19923685491085052,
B,25,candle/Data/Images/Normal/0320.JPG,0,0.2679084539413452,
B,26,candle/Data/Images/Normal/0869.JPG,0,0.25672805309295654,
B,27,candle/Data/Images/Normal/0423.JPG,0,0.22651010751724243,
B,28,candle/Data/Images/Normal/0417.JPG,0,0.21957099437713623,
B,29,candle/Data/Images/Normal/0751.JPG,0,0.41913461685180664,
B,30,candle/Data/Images/Normal/0764.JPG,0,0.2846453785896301,
B,31,candle/Data/Images/Normal/0967.JPG,0,0.22889582812786102,
B,32,candle/Data/Images/Normal/0730.JPG,0,0.41220802068710327,
B,33,candle/Data/Images/Normal/0306.JPG,0,0.34008654952049255,
B,34,candle/Data/Images/Normal/0011.JPG,0,0.20279160141944885,
B,35,candle/Data/Images/Normal/0215.JPG,0,0.3163473904132843,
B,36,candle/Data/Images/Normal/0159.JPG,0,0.3144144117832184,
B,37,candle/Data/Images/Normal/0629.JPG,0,0.2516978085041046,
B,38,candle/Data/Images/Normal/0694.JPG,0,0.2608385980129242,
B,39,candle/Data/Images/Normal/0518.JPG,0,0.3540254533290863,
B,40,candle/Data/Images/Normal/0026.JPG,0,0.3677276372909546,
B,41,candle/Data/Images/Normal/0844.JPG,0,0.2512133717536926,
B,42,candle/Data/Images/Normal/0953.JPG,0,0.27692294120788574,
B,43,candle/Data/Images/Normal/0900.JPG,0,0.24463804066181183,
B,44,candle/Data/Images/Normal/0402.JPG,0,0.30287623405456543,
B,45,candle/Data/Images/Normal/0621.JPG,0,0.2864149510860443,
B,46,candle/Data/Images/Normal/0294.JPG,0,0.32084596157073975,
